,rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,rowupdate
2374,2375,Kepler-42,d,Transit,3,1.865169,1.4e-05,-1.4e-05,19h28m52.57s,292.219033,+44d37m09.0s,44.61916,38.7,6.3,-6.3,16.124000000000002,V (Johnson),3068.0,174.0,-174.0,0.13,0.05,-0.05,0.17,0.04,-0.04,2014-05-14
2375,2376,Kepler-420,b,Transit,1,86.647661,3.4e-05,-3.4e-05,19h24m54.04s,291.22517999999997,+44d55m38.6s,44.927383,900.0,110.0,-110.0,14.867,V (Johnson),5520.0,80.0,-80.0,0.99,0.05,-0.05,1.13,0.14,-0.14,2014-06-25
2376,2377,Kepler-421,b,Transit,1,704.1984,0.0016,-0.0016,18h53m01.64s,283.256822,+45d05m16.0s,45.087776,320.0,20.0,-20.0,13.354000000000001,Kepler-band,5308.0,50.0,-50.0,0.79,0.03,-0.03,0.76,0.03,-0.03,2014-07-23
2378,2379,Kepler-423,b,Transit,1,2.6843285,7e-08,-7e-08,19h31m25.38s,292.855742,+46d23m28.2s,46.391178000000004,725.0,75.0,-75.0,14.29,Kepler-band,5560.0,80.0,-80.0,0.85,0.04,-0.04,0.95,0.04,-0.04,2015-01-22
2381,2382,Kepler-425,b,Transit,1,3.79701816,1.9e-07,-1.9e-07,19h21m25.92s,290.358009,+40d34m03.9s,40.567738,650.0,20.0,-20.0,14.97,V (Johnson),5170.0,70.0,-70.0,0.93,0.05,-0.05,0.86,0.02,-0.02,2014-10-03
2382,2383,Kepler-426,b,Transit,1,3.21751883,1.9e-07,-1.9e-07,19h17m44.31s,289.434628,+49d28m24.2s,49.4734,880.0,30.0,-30.0,15.073,V (Johnson),5725.0,90.0,-90.0,0.91,0.06,-0.06,0.92,0.02,-0.02,2014-10-03
2383,2384,Kepler-427,b,Transit,1,10.290994,1.1e-06,-1.1e-06,19h13m01.10s,288.25458,+43d42m17.5s,43.704868,1100.0,150.0,-150.0,14.42,V (Johnson),5800.0,70.0,-70.0,0.96,0.06,-0.06,1.35,0.2,-0.2,2014-10-03
2384,2385,Kepler-428,b,Transit,1,3.52563254,1.5e-07,-1.5e-07,19h22m19.61s,290.581722,+40d34m38.6s,40.5774,720.0,25.0,-25.0,15.405,V (Johnson),5150.0,100.0,-100.0,0.87,0.05,-0.05,0.8,0.02,-0.02,2014-10-03
2385,2386,Kepler-43,b,Transit,1,3.0240949,6e-07,-6e-07,19h00m57.81s,285.240856,+46d40m05.7s,46.668255,1950.0,250.0,-250.0,13.958,Kepler-band,6041.0,143.0,-143.0,1.32,0.09,-0.09,1.42,0.07,-0.07,2015-10-15
2391,2392,Kepler-432,b,Transit,2,52.501129,6.7e-05,-5.3e-05,19h33m07.73s,293.28220600000003,+48d17m09.2s,48.2859,870.0,20.0,-20.0,12.465,V (Johnson),4995.0,78.0,-78.0,1.32,0.1,-0.07,4.06,0.12,-0.08,2015-04-30
2392,2393,Kepler-432,c,Radial Velocity,2,406.2,3.9,-2.5,19h33m07.73s,293.28220600000003,+48d17m09.2s,48.2859,870.0,20.0,-20.0,12.465,V (Johnson),4995.0,78.0,-78.0,1.32,0.1,-0.07,4.06,0.12,-0.08,2015-04-30
2393,2394,Kepler-433,b,Transit,1,5.33408384,1.1e-06,-1.1e-06,19h50m22.48s,297.59365099999997,+40d58m38.2s,40.977268,1870.0,210.0,-210.0,14.463,Kepler-band,6360.0,140.0,-140.0,1.46,0.17,-0.17,2.26,0.25,-0.25,2015-01-14
2394,2395,Kepler-434,b,Transit,1,12.8747099,5e-06,-5e-06,19h34m20.73s,293.586381,+42d55m44.1s,42.928913,1240.0,120.0,-120.0,14.517000000000001,Kepler-band,5977.0,95.0,-95.0,1.2,0.09,-0.09,1.38,0.13,-0.13,2015-01-14
2395,2396,Kepler-435,b,Transit,1,8.6001536,1.8e-06,-1.8e-06,19h29m08.96s,292.287328,+43d11m50.2s,43.197281,2070.0,200.0,-200.0,13.642999999999999,Kepler-band,6161.0,94.0,-94.0,1.54,0.09,-0.09,3.21,0.3,-0.3,2015-01-14
2396,2397,Kepler-436,b,Transit,2,64.00205,0.00072,-0.00072,20h06m52.98s,301.720753,+44d24m43.4s,44.412063,618.0,34.0,-30.0,15.856,Kepler-band,4651.0,100.0,-100.0,0.73,0.03,-0.03,0.7,0.03,-0.02,2015-01-06
2397,2398,Kepler-436,c,Transit,2,16.79713874,8.561e-05,-8.561e-05,20h06m52.98s,301.720753,+44d24m43.4s,44.412063,618.0,34.0,-30.0,15.856,Kepler-band,4651.0,100.0,-100.0,0.73,0.03,-0.03,0.7,0.03,-0.02,2016-05-10
2398,2399,Kepler-437,b,Transit,1,66.65062,0.00033,-0.00032,19h49m23.37s,297.347393,+44d01m37.0s,44.026947,417.0,24.0,-21.0,14.352,Kepler-band,4551.0,100.0,-100.0,0.71,0.03,-0.03,0.68,0.03,-0.02,2015-01-06
2399,2400,Kepler-438,b,Transit,1,35.23319,0.00025,-0.00029,18h46m34.99s,281.645806,+41d57m03.9s,41.951091999999996,145.0,20.0,-23.0,14.467,Kepler-band,3748.0,112.0,-112.0,0.54,0.04,-0.06,0.52,0.04,-0.06,2015-01-06
2400,2401,Kepler-439,b,Transit,1,178.1396,0.0016,-0.0018,18h43m12.38s,280.80156600000004,+44d02m02.4s,44.033994,693.0,66.0,-38.0,14.56,Kepler-band,5431.0,100.0,-100.0,0.88,0.04,-0.04,0.87,0.08,-0.04,2015-01-06
2401,2402,Kepler-44,b,Transit,1,3.2467293,3e-06,-3e-06,20h00m24.56s,300.102352,+45d45m43.7s,45.762142,2250.0,300.0,-300.0,14.677999999999999,Kepler-band,5800.0,100.0,-100.0,1.12,0.08,-0.08,1.35,0.08,-0.08,2015-01-29
2402,2403,Kepler-440,b,Transit,1,101.11141,0.00087,-0.00068,19h01m23.99s,285.34995200000003,+41d27m07.9s,41.452206,261.0,16.0,-46.0,15.134,Kepler-band,4134.0,154.0,-154.0,0.57,0.04,-0.05,0.56,0.03,-0.05,2015-01-06
2403,2404,Kepler-441,b,Transit,1,207.2482,0.0022,-0.002,18h58m16.06s,284.566904,+49d00m45.2s,49.012546,284.0,28.0,-48.0,15.142000000000001,Kepler-band,4340.0,177.0,-177.0,0.57,0.05,-0.05,0.55,0.04,-0.05,2015-01-06
2404,2405,Kepler-442,b,Transit,1,112.3053,0.0024,-0.0028,19h01m27.98s,285.36658900000003,+39d16m48.3s,39.280081,342.0,19.0,-22.0,14.975999999999999,Kepler-band,4402.0,100.0,-100.0,0.61,0.03,-0.03,0.6,0.02,-0.02,2015-01-06
2405,2406,Kepler-443,b,Transit,1,177.6693,0.0031,-0.003,19h14m26.53s,288.610544,+49d58m07.1s,49.968632,779.0,45.0,-38.0,15.890999999999998,Kepler-band,4723.0,100.0,-100.0,0.74,0.03,-0.03,0.71,0.03,-0.02,2015-01-06
2406,2407,Kepler-444,b,Transit,5,3.6001053,8.3e-06,-8e-06,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.7,1.1,-1.1,8.88,V (Johnson),5046.0,74.0,-74.0,0.76,0.04,-0.04,0.75,0.01,-0.01,2015-01-29
2407,2408,Kepler-444,c,Transit,5,4.5458841,7e-06,-7.1e-06,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.7,1.1,-1.1,8.88,V (Johnson),5046.0,74.0,-74.0,0.76,0.04,-0.04,0.75,0.01,-0.01,2015-01-29
2408,2409,Kepler-444,d,Transit,5,6.189392,1.2e-05,-1.2e-05,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.7,1.1,-1.1,8.88,V (Johnson),5046.0,74.0,-74.0,0.76,0.04,-0.04,0.75,0.01,-0.01,2015-01-29
2409,2410,Kepler-444,e,Transit,5,7.743493,1.7e-05,-1.6e-05,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.7,1.1,-1.1,8.88,V (Johnson),5046.0,74.0,-74.0,0.76,0.04,-0.04,0.75,0.01,-0.01,2015-01-29
2410,2411,Kepler-444,f,Transit,5,9.740486,1.3e-05,-1.3e-05,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,35.7,1.1,-1.1,8.88,V (Johnson),5046.0,74.0,-74.0,0.76,0.04,-0.04,0.75,0.01,-0.01,2015-01-29
2420,2421,Kepler-45,b,Transit,1,2.455239,4e-06,-4e-06,19h31m29.50s,292.8729,+41d03m51.3s,41.064261,333.0,33.0,-33.0,16.88,V (Johnson),3820.0,90.0,-90.0,0.59,0.06,-0.06,0.55,0.11,-0.11,2014-05-14
2429,2430,Kepler-46,b,Transit,3,33.60134,0.00021,-0.0002,19h17m04.50s,289.26874399999997,+42d36m15.0s,42.604176,855.0,68.0,-65.0,15.262,Kepler-band,5309.0,200.0,-200.0,0.9,0.04,-0.04,0.79,0.44,-0.44,2014-05-14
2430,2431,Kepler-46,c,Transit Timing Variations,3,57.011,0.051,-0.061,19h17m04.50s,289.26874399999997,+42d36m15.0s,42.604176,855.0,68.0,-65.0,15.262,Kepler-band,5309.0,200.0,-200.0,0.9,0.04,-0.04,0.79,0.44,-0.44,2014-05-14
2431,2432,Kepler-46,d,Transit,3,6.766589,2.2e-05,-2.2e-05,19h17m04.50s,289.26874399999997,+42d36m15.0s,42.604176,855.0,68.0,-65.0,15.262,Kepler-band,5309.0,200.0,-200.0,0.9,0.04,-0.04,0.79,0.44,-0.44,2014-05-14
2433,2434,Kepler-461,b,Transit,1,8.31378306,7.66e-06,-7.66e-06,19h28m59.78s,292.249069,+46d09m53.5s,46.164867,468.0,12.7,-12.55,13.704,Kepler-band,5634.0,43.2,-45.6,0.98,0.02,-0.03,0.91,0.02,-0.02,2016-05-10
2434,2435,Kepler-462,b,Transit,1,84.6879808,0.0002068,-0.0002068,19h59m17.08s,299.821155,+43d48m51.4s,43.814274,733.0,121.85,-101.46,11.642000000000001,Kepler-band,7070.0,58.86,-57.56,1.59,0.11,-0.11,2.04,0.33,-0.28,2016-05-10
2435,2436,Kepler-463,b,Transit,1,8.98101683,3.16e-06,-3.16e-06,19h55m44.89s,298.937046,+44d51m28.5s,44.85791,336.0,48.51,-32.0,12.87,Kepler-band,5661.0,105.05,-99.18,0.87,0.05,-0.05,0.9,0.13,-0.08,2016-05-10
2436,2437,Kepler-464,b,Transit,1,7.25696522,5.77e-06,-5.77e-06,19h39m20.44s,294.835173,+48d58m56.5s,48.982361,653.0,31.39,-26.41,12.702,Kepler-band,5933.0,67.87,-54.45,1.21,0.07,-0.08,1.59,0.07,-0.06,2016-05-10
2437,2438,Kepler-465,b,Transit,1,9.94067247,6.55e-06,-6.55e-06,18h58m13.37s,284.55572,+46d03m49.8s,46.063828,587.0,49.9,-34.38,12.663,Kepler-band,6310.0,63.38,-60.38,1.23,0.04,-0.03,1.29,0.11,-0.07,2016-05-10
2438,2439,Kepler-466,b,Transit,2,51.07926307,6.345e-05,-6.345e-05,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436.0,34.11,-27.08,12.772,Kepler-band,5927.0,77.35,-68.52,1.04,0.04,-0.04,1.05,0.08,-0.06,2016-05-10
2439,2440,Kepler-466,c,Transit,2,3.70921385,6.32e-06,-6.32e-06,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436.0,34.11,-27.08,12.772,Kepler-band,5927.0,77.35,-68.52,1.04,0.04,-0.04,1.05,0.08,-0.06,2016-05-10
2440,2441,Kepler-467,b,Transit,1,24.99324193,6.498e-05,-6.498e-05,19h09m27.08s,287.362816,+38d38m58.6s,38.649619,458.0,13.73,-13.0,12.377,Kepler-band,5809.0,68.69,-60.25,1.05,0.03,-0.03,1.37,0.04,-0.03,2016-05-10
2441,2442,Kepler-468,b,Transit,1,38.47875707,4.85e-06,-4.85e-06,19h15m36.54s,288.90224,+49d22m13.8s,49.370487,474.0,13.41,-12.37,13.779000000000002,Kepler-band,5498.0,60.91,-68.06,0.96,0.02,-0.03,0.87,0.02,-0.02,2016-05-10
2444,2445,Kepler-470,b,Transit,1,24.66919569,5.41e-06,-5.41e-06,19h48m02.27s,297.00944,+50d22m20.3s,50.372314,989.0,385.08,-186.32,13.224,Kepler-band,6613.0,203.78,-197.49,1.4,0.22,-0.16,1.66,0.67,-0.31,2016-05-10
2445,2446,Kepler-471,b,Transit,1,5.01423457,5.9e-07,-5.9e-07,19h56m23.41s,299.09754,+43d29m51.3s,43.497593,1373.0,489.66,-276.83,13.797,Kepler-band,6733.0,288.74,-288.8,1.49,0.22,-0.18,1.8,0.65,-0.36,2016-05-10
2446,2447,Kepler-472,b,Transit,1,4.17625551,1.84e-06,-1.84e-06,19h46m05.83s,296.524306,+39d14m59.2s,39.249776000000004,302.0,7.62,-7.26,13.698,Kepler-band,4996.0,82.76,-84.63,0.85,0.03,-0.03,0.78,0.02,-0.01,2016-05-10
2447,2448,Kepler-473,b,Transit,1,14.55731705,1.399e-05,-1.399e-05,19h06m31.22s,286.630094,+38d56m44.2s,38.945605,641.0,126.15,-104.97,13.397,Kepler-band,5816.0,74.23,-91.94,1.06,0.07,-0.06,1.34,0.26,-0.22,2016-05-10
2448,2449,Kepler-474,b,Transit,1,5.66067294,3.73e-06,-3.73e-06,19h29m17.16s,292.32151600000003,+43d52m52.2s,43.881168,568.0,90.99,-64.84,13.494000000000002,Kepler-band,5785.0,92.56,-97.56,0.99,0.05,-0.05,1.08,0.17,-0.12,2016-05-10
2449,2450,Kepler-475,b,Transit,1,3.10550819,1.04e-06,-1.04e-06,19h08m12.41s,287.05170699999996,+40d12m41.5s,40.211542,280.0,7.14,-6.79,13.341,Kepler-band,5009.0,85.0,-77.64,0.86,0.03,-0.03,0.79,0.02,-0.01,2016-05-10
2450,2451,Kepler-476,b,Transit,1,14.00640607,1.794e-05,-1.794e-05,19h40m39.32s,295.163817,+43d57m47.0s,43.963046999999996,687.0,99.68,-67.42,13.837,Kepler-band,5837.0,101.08,-99.97,1.03,0.05,-0.04,1.09,0.16,-0.1,2016-05-10
2451,2452,Kepler-477,b,Transit,1,11.11990653,1.16e-05,-1.16e-05,19h12m16.22s,288.067594,+42d21m19.3s,42.355367,367.0,10.15,-11.23,13.536,Kepler-band,5240.0,49.3,-41.14,0.87,0.03,-0.03,0.79,0.02,-0.02,2016-05-10
2452,2453,Kepler-478,b,Transit,1,13.2217576,1.39e-05,-1.39e-05,19h29m56.87s,292.486944,+46d11m46.4s,46.196213,420.0,14.54,-13.99,13.937999999999999,Kepler-band,5210.0,69.43,-70.31,0.85,0.03,-0.04,0.8,0.03,-0.02,2016-05-10
2453,2454,Kepler-479,b,Transit,1,12.49341307,1.36e-05,-1.36e-05,19h24m05.24s,291.021852,+37d46m11.3s,37.769803,371.0,13.02,-12.22,13.575,Kepler-band,5247.0,73.63,-57.4,0.86,0.03,-0.04,0.81,0.03,-0.02,2016-05-10
2458,2459,Kepler-480,b,Transit,1,4.9195838,4.9e-06,-4.9e-06,19h37m51.34s,294.4639,+49d45m54.2s,49.765046999999996,806.0,83.12,-61.43,13.273,Kepler-band,6322.0,71.6,-65.0,1.25,0.05,-0.04,1.34,0.14,-0.1,2016-05-10
2459,2460,Kepler-481,b,Transit,1,10.06082567,1.522e-05,-1.522e-05,19h27m37.69s,291.90703199999996,+49d15m43.4s,49.262054,713.0,106.09,-74.08,13.844000000000001,Kepler-band,5802.0,73.64,-66.2,1.01,0.04,-0.04,1.09,0.16,-0.11,2016-05-10
2460,2461,Kepler-482,b,Transit,1,56.35418576,9.371e-05,-9.371e-05,19h47m17.50s,296.822898,+48d06m27.2s,48.107555,290.0,11.09,-12.54,13.779000000000002,Kepler-band,4871.0,63.64,-61.54,0.75,0.04,-0.04,0.72,0.03,-0.03,2016-05-10
2461,2462,Kepler-483,b,Transit,1,30.229104,7.851e-05,-7.851e-05,19h26m35.22s,291.64675800000003,+41d53m04.8s,41.884663,953.0,198.17,-123.51,13.432,Kepler-band,6346.0,79.71,-73.37,1.28,0.1,-0.07,1.47,0.31,-0.19,2016-05-10
2462,2463,Kepler-484,b,Transit,1,10.04556931,7.2e-06,-7.2e-06,18h57m34.63s,284.394304,+46d14m56.7s,46.249081,377.0,10.29,-9.77,13.024000000000001,Kepler-band,5668.0,54.61,-48.74,0.96,0.02,-0.03,0.87,0.02,-0.02,2016-05-10
2463,2464,Kepler-485,b,Transit,1,3.2432598,1.8e-07,-1.8e-07,19h39m59.12s,294.996313,+50d28m12.2s,50.470065999999996,1173.0,271.34,-140.37,14.952,Kepler-band,5958.0,105.05,-153.72,1.07,0.08,-0.07,1.09,0.26,-0.12,2016-05-10
2464,2465,Kepler-486,b,Transit,1,30.36044667,4.24e-06,-4.24e-06,18h59m31.19s,284.87996400000003,+49d16m01.2s,49.266994,428.0,17.45,-22.73,14.388,Kepler-band,4926.0,44.94,-45.25,0.79,0.04,-0.04,0.75,0.03,-0.04,2016-05-10
2465,2466,Kepler-487,b,Transit,2,15.3587684,2.21e-06,-2.21e-06,19h41m08.93s,295.28722200000004,+41d13m19.1s,41.22197,835.0,52.42,-42.92,14.991,Kepler-band,5444.0,89.78,-77.87,0.91,0.04,-0.04,0.88,0.05,-0.04,2016-05-10
2466,2467,Kepler-487,c,Transit,2,38.6519976,0.0002517,-0.0002517,19h41m08.93s,295.28722200000004,+41d13m19.1s,41.22197,835.0,52.42,-42.92,14.991,Kepler-band,5444.0,89.78,-77.87,0.91,0.04,-0.04,0.88,0.05,-0.04,2016-05-10
2467,2468,Kepler-488,b,Transit,1,3.12082923,3.8e-07,-3.8e-07,18h51m51.88s,282.966173,+48d20m42.3s,48.34507,1157.0,279.44,-115.15,14.804,Kepler-band,5970.0,97.43,-95.08,1.07,0.07,-0.07,1.09,0.27,-0.1,2016-05-10
2468,2469,Kepler-489,b,Transit,1,17.27629612,2.45e-06,-2.45e-06,19h23m19.96s,290.833158,+38d11m03.6s,38.184334,379.0,10.7,-11.2,14.017999999999999,Kepler-band,5014.0,70.48,-58.34,0.82,0.03,-0.03,0.76,0.02,-0.02,2016-05-10
2473,2474,Kepler-490,b,Transit,1,3.26869515,2.3e-07,-2.3e-07,19h40m06.16s,295.02567700000003,+46d57m21.6s,46.956005,1249.0,353.01,-153.14,14.879000000000001,Kepler-band,6045.0,142.42,-126.76,1.08,0.1,-0.07,1.12,0.32,-0.13,2016-05-10
2474,2475,Kepler-491,b,Transit,1,4.22538451,2.7e-07,-2.7e-07,19h08m31.34s,287.130575,+42d21m00.6s,42.350155,657.0,59.53,-38.83,14.014000000000001,Kepler-band,5582.0,53.81,-61.11,1.04,0.03,-0.03,1.03,0.09,-0.06,2016-05-10
2475,2476,Kepler-492,b,Transit,1,11.72012266,1.53e-06,-1.53e-06,19h41m59.20s,295.49665600000003,+42d32m16.4s,42.537888,642.0,81.55,-45.08,14.517999999999999,Kepler-band,5527.0,85.37,-124.59,0.94,0.04,-0.05,0.91,0.11,-0.06,2016-05-10
2476,2477,Kepler-493,b,Transit,1,3.00387658,9.9e-07,-9.9e-07,19h41m13.81s,295.30754,+38d52m53.9s,38.881639,1942.0,622.45,-341.11,14.995999999999999,Kepler-band,6457.0,210.24,-229.75,1.36,0.16,-0.14,1.54,0.51,-0.26,2016-05-10
2477,2478,Kepler-494,b,Transit,1,8.02511821,2.27e-06,-2.27e-06,19h48m51.38s,297.214089,+41d39m50.5s,41.664039,862.0,159.04,-120.72,14.152999999999999,Kepler-band,6007.0,105.19,-100.66,1.1,0.07,-0.06,1.26,0.23,-0.18,2016-05-10
2478,2479,Kepler-495,b,Transit,1,3.41303622,6e-07,-6e-07,19h03m43.37s,285.930707,+39d05m53.3s,39.098134,630.0,54.0,-44.2,14.622,Kepler-band,5346.0,128.17,-91.17,0.86,0.04,-0.05,0.83,0.07,-0.05,2016-05-10
2479,2480,Kepler-496,b,Transit,1,8.30864937,1.09e-05,-1.09e-05,19h26m33.81s,291.640896,+41d14m27.8s,41.241049,655.0,52.09,-43.14,14.817,Kepler-band,5293.0,81.95,-98.03,0.86,0.04,-0.05,0.82,0.06,-0.05,2016-05-10
2480,2481,Kepler-497,b,Transit,1,3.57320367,9.1e-07,-9.1e-07,19h23m03.81s,290.765882,+38d55m40.6s,38.927952000000005,1070.0,282.16,-123.29,14.72,Kepler-band,5834.0,110.98,-141.15,1.09,0.1,-0.06,1.11,0.29,-0.12,2016-05-10
2481,2482,Kepler-498,b,Transit,1,9.61375356,1.173e-05,-1.173e-05,19h21m25.95s,290.35812799999997,+44d31m07.5s,44.518753000000004,746.0,128.2,-65.22,14.283,Kepler-band,5744.0,144.47,-96.94,0.98,0.06,-0.06,0.96,0.16,-0.08,2016-05-10
2482,2483,Kepler-499,b,Transit,1,5.63252845,5.75e-06,-5.75e-06,19h40m26.39s,295.10994500000004,+43d54m54.7s,43.915207,523.0,46.82,-34.59,14.353,Kepler-band,5312.0,140.65,-145.28,0.87,0.05,-0.05,0.83,0.07,-0.05,2016-05-10
2486,2487,Kepler-500,b,Transit,1,8.5083244,9.11e-06,-9.11e-06,19h43m48.33s,295.951366,+43d51m07.4s,43.852051,747.0,70.12,-52.2,14.175999999999998,Kepler-band,5813.0,100.75,-97.3,1.02,0.04,-0.04,1.03,0.1,-0.07,2016-05-10
2487,2488,Kepler-501,b,Transit,1,5.64067757,3.78e-06,-3.78e-06,19h48m48.37s,297.201554,+41d43m48.7s,41.730206,1044.0,177.53,-105.46,14.762,Kepler-band,5904.0,207.83,-126.78,1.03,0.08,-0.06,1.04,0.17,-0.1,2016-05-10
2488,2489,Kepler-502,b,Transit,1,4.28686431,3.22e-06,-3.22e-06,19h24m19.23s,291.08013,+43d51m36.7s,43.860203000000006,1433.0,441.19,-195.91,14.982000000000001,Kepler-band,6125.0,113.77,-154.49,1.15,0.13,-0.09,1.22,0.37,-0.16,2016-05-10
2489,2490,Kepler-503,b,Transit,1,7.25844721,2.82e-06,-2.82e-06,19h22m32.76s,290.636484,+38d42m27.6s,38.707669,888.0,200.91,-87.71,14.747,Kepler-band,5754.0,89.02,-137.86,1.01,0.06,-0.06,1.01,0.23,-0.09,2016-05-10
2490,2491,Kepler-504,b,Transit,1,9.54927542,4.99e-06,-4.99e-06,18h59m41.24s,284.921843,+45d58m20.6s,45.972398,75.0,4.0,-4.15,14.485999999999999,Kepler-band,3519.0,19.31,-19.67,0.33,0.02,-0.02,0.33,0.02,-0.02,2016-05-10
2491,2492,Kepler-505,b,Transit,1,27.52197994,3.295e-05,-3.295e-05,19h11m25.95s,287.858119,+42d32m33.5s,42.542629,222.0,11.78,-11.16,15.107999999999999,Kepler-band,3931.0,48.32,-40.61,0.55,0.02,-0.02,0.53,0.02,-0.02,2016-05-10
2492,2493,Kepler-506,b,Transit,1,6.8834055,3.15e-06,-3.15e-06,18h58m32.44s,284.63518700000003,+40d43m11.4s,40.719832000000004,231.0,5.48,-5.75,10.868,Kepler-band,6236.0,57.77,-58.08,1.19,0.03,-0.03,1.19,0.02,-0.02,2016-05-10
2493,2494,Kepler-507,b,Transit,1,3.56809693,7.07e-06,-7.07e-06,19h48m04.52s,297.01883399999997,+50d24m32.3s,50.408981,410.0,72.87,-51.95,11.994000000000002,Kepler-band,6113.0,66.08,-67.92,1.16,0.07,-0.05,1.32,0.24,-0.17,2016-05-10
2494,2495,Kepler-508,b,Transit,1,25.30889748,5.747e-05,-5.747e-05,19h41m37.04s,295.40435,+42d58m53.1s,42.981423,325.0,50.97,-32.39,11.472000000000001,Kepler-band,6025.0,95.04,-99.94,1.16,0.06,-0.05,1.25,0.2,-0.12,2016-05-10
2495,2496,Kepler-509,b,Transit,1,41.74600392,4.444e-05,-4.444e-05,19h18m39.46s,289.664398,+48d42m22.3s,48.706207,339.0,9.55,-9.08,11.854000000000001,Kepler-band,6060.0,69.98,-63.4,1.1,0.04,-0.04,1.2,0.03,-0.03,2016-05-10
2499,2500,Kepler-510,b,Transit,1,19.55659418,3.606e-05,-3.606e-05,19h10m37.20s,287.655008,+39d14m39.4s,39.244279999999996,378.0,16.19,-13.8,11.947000000000001,Kepler-band,5746.0,66.6,-58.76,0.91,0.06,-0.05,1.41,0.06,-0.05,2016-05-10
2500,2501,Kepler-511,b,Transit,1,296.637865,0.0004472,-0.0004472,18h51m46.97s,282.945693,+47d34m29.5s,47.574875,448.0,120.62,-71.09,12.747,Kepler-band,5770.0,52.35,-56.66,1.0,0.06,-0.06,1.2,0.32,-0.19,2016-05-10
2501,2502,Kepler-512,b,Transit,1,34.43587975,8.258e-05,-8.258e-05,19h53m04.55s,298.26896,+48d55m00.3s,48.916740000000004,531.0,94.38,-63.12,12.674000000000001,Kepler-band,5997.0,75.84,-67.77,1.17,0.07,-0.05,1.3,0.24,-0.15,2016-05-10
2502,2503,Kepler-513,b,Transit,1,28.86235584,6.735e-05,-6.735e-05,19h00m10.00s,285.04168599999997,+50d04m31.4s,50.075375,467.0,64.1,-42.91,12.935,Kepler-band,5849.0,61.71,-55.43,1.02,0.04,-0.04,1.06,0.15,-0.1,2016-05-10
2503,2504,Kepler-514,b,Transit,1,5.65179605,1.087e-05,-1.087e-05,19h04m59.33s,286.247188,+50d14m32.7s,50.242409,489.0,75.02,-54.79,12.182,Kepler-band,6106.0,72.75,-68.2,1.28,0.07,-0.05,1.44,0.23,-0.16,2016-05-10
2504,2505,Kepler-515,b,Transit,1,19.96371318,5.659e-05,-5.659e-05,19h21m58.54s,290.49391299999996,+52d03m20.2s,52.055611,255.0,10.47,-9.17,12.713,Kepler-band,5293.0,49.66,-61.29,0.9,0.03,-0.03,0.83,0.03,-0.03,2016-05-10
2505,2506,Kepler-516,b,Transit,1,24.85462415,2.819e-05,-2.819e-05,19h42m26.11s,295.608779,+38d44m08.6s,38.735735999999996,777.0,193.38,-156.53,12.059000000000001,Kepler-band,7099.0,172.5,-234.72,1.62,0.18,-0.17,2.02,0.5,-0.41,2016-05-10
2506,2507,Kepler-517,b,Transit,1,60.92832271,7.053e-05,-7.053e-05,19h34m42.08s,293.675335,+41d17m43.3s,41.295348,284.0,34.3,-24.5,12.193,Kepler-band,5690.0,85.16,-68.99,0.95,0.04,-0.04,0.98,0.12,-0.08,2016-05-10
2507,2508,Kepler-518,b,Transit,1,8.51203588,4.5e-06,-4.5e-06,19h08m21.59s,287.08997200000005,+41d22m25.9s,41.373872999999996,324.0,8.12,-7.77,12.549000000000001,Kepler-band,5842.0,57.63,-51.77,0.96,0.02,-0.02,0.88,0.02,-0.02,2016-05-10
2508,2509,Kepler-519,b,Transit,1,24.3078946,2.446e-05,-2.446e-05,19h57m16.69s,299.31953799999997,+41d23m04.7s,41.384646999999994,234.0,4.87,-5.63,12.63,Kepler-band,5260.0,74.38,-70.24,0.89,0.02,-0.03,0.8,0.01,-0.01,2016-05-10
2512,2513,Kepler-520,b,Transit,2,19.67416124,5.245e-05,-5.245e-05,19h32m43.28s,293.18032200000005,+41d37m03.9s,41.617763000000004,492.0,26.52,-25.26,12.797,Kepler-band,6112.0,68.96,-60.87,1.1,0.04,-0.04,1.09,0.05,-0.05,2016-05-10
2513,2514,Kepler-520,c,Transit,2,5.21104261,1.231e-05,-1.231e-05,19h32m43.28s,293.18032200000005,+41d37m03.9s,41.617763000000004,492.0,26.52,-25.26,12.797,Kepler-band,6112.0,68.96,-60.87,1.1,0.04,-0.04,1.09,0.05,-0.05,2016-05-10
2514,2515,Kepler-521,b,Transit,1,22.20813214,4.013e-05,-4.013e-05,19h55m15.93s,298.816376,+43d59m52.9s,43.998039,737.0,71.93,-54.93,12.885,Kepler-band,6406.0,90.67,-86.67,1.34,0.06,-0.06,1.46,0.14,-0.11,2016-05-10
