,row_id,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2
1654,1655,Kepler-1627 b,Transit,1,9.742644285440976e-07,8.77e-05,-8.77e-05,18h56m13.60s,284.05668399999996,+41d34m36.2s,41.576733000000004,0.036224268223646806,33.55,-25.37,0.6309844559585491,Kepler-band,5445.0,93.89,-121.15,0.21907216494845363,0.05,-0.06,0.84,0.09,-0.07
1655,1656,Kepler-1628 b,Transit,1,1.0450318857247897e-05,0.0018329999999999998,-0.0018329999999999998,18h46m32.09s,281.6337,+43d24m41.7s,43.411578999999996,0.04104961991528565,41.23,-27.3,0.81580310880829,Kepler-band,3724.0,65.64,-48.58,0.1365979381443299,0.04,-0.03,0.52,0.04,-0.03
1656,1657,Kepler-1629 b,Transit,1,5.185276475388656e-07,2.3800000000000003e-05,-2.3800000000000003e-05,18h40m49.59s,280.206621,+43d46m27.5s,43.774297,0.045521897092902136,71.67,-33.62,0.616580310880829,Kepler-band,5776.0,68.39,-74.65,0.25515463917525777,0.05,-0.05,1.01,0.19,-0.08
1657,1658,Kepler-163 b,Transit,2,1.0575658638257364e-06,0.00010700000000000001,-0.00010700000000000001,19h40m00.68s,295.002819,+46d59m14.4s,46.987328000000005,0.041128080922324776,56.03666667,-26.47,0.7028497409326424,Kepler-band,5776.0,200.0,-200.0,0.2422680412371134,0.05,-0.043333332999999995,0.92,0.38,-0.38
1658,1659,Kepler-163 c,Transit,2,2.9118569827566774e-06,8.1e-05,-8.1e-05,19h40m00.68s,295.002819,+46d59m14.4s,46.987328000000005,0.03673426473997827,40.40333333,-19.32,0.7028497409326424,Kepler-band,5776.0,200.0,-200.0,0.2422680412371134,0.05,-0.036666667,0.92,0.38,-0.38
1659,1660,Kepler-1630 b,Transit,1,6.985023315696652e-05,0.003256,-0.003256,19h50m01.99s,297.508294,+43d42m39.4s,43.710953,0.03234044856940091,24.77,-12.17,0.689119170984456,Kepler-band,4736.0,97.3,-64.28,0.16494845360824745,0.05,-0.03,0.63,0.05,-0.02
1660,1661,Kepler-1631 b,Transit,1,5.485524766790631e-07,3.05e-05,-3.05e-05,19h38m31.82s,294.63257000000004,+43d48m27.6s,43.807671,0.13967510083219664,166.29,-107.49,0.7603108808290154,Kepler-band,5679.0,101.54,-148.91,0.24484536082474226,0.05,-0.06,0.95,0.13,-0.08
1661,1662,Kepler-1632 b,Transit,1,6.13990215451065e-05,0.004164,-0.004164,19h37m58.77s,294.49485899999996,+43d54m49.0s,43.91362,0.06835404899968105,198.11,-88.4,0.6343523316062176,Kepler-band,6137.0,159.61,-176.47,0.28350515463917536,0.14,-0.1,1.19,0.4,-0.17
1662,1663,Kepler-1633 b,Transit,1,2.5522406441786684e-05,0.005886,-0.005886,19h14m03.65s,288.515202,+44d55m23.6s,44.923225,0.09507002056070586,325.02,-119.04,0.6520725388601036,Kepler-band,6256.0,119.67,-118.36,0.3041237113402062,0.17,-0.09,1.32,0.54,-0.18
1663,1664,Kepler-1634 b,Transit,1,5.1340484570808887e-05,0.007107,-0.007107,19h36m10.42s,294.043409,+45d08m23.2s,45.139786,0.07659245432686931,75.11,-51.46,0.7076683937823833,Kepler-band,5474.0,149.64,-144.37,0.23195876288659797,0.05,-0.05,0.89,0.1,-0.06
1664,1665,Kepler-1635 b,Transit,1,6.432060404716211e-05,0.012459999999999999,-0.012459999999999999,19h01m23.76s,285.348993,+45d33m22.3s,45.556183000000004,0.1271998013367401,97.27,-62.41,0.7692227979274611,Kepler-band,5347.0,51.14,-53.97,0.22422680412371135,0.04,-0.04,0.85,0.08,-0.04
1665,1666,Kepler-1636 b,Transit,1,5.827221219118578e-05,0.01122,-0.01122,19h36m13.83s,294.057625,+46d26m27.7s,46.441031,0.18404479809433916,361.75,-174.46,0.7749740932642486,Kepler-band,5797.0,171.84,-166.58,0.25515463917525777,0.08,-0.06,1.02,0.23,-0.11
1666,1667,Kepler-1637 b,Transit,1,8.2450644175177e-07,6.49e-05,-6.49e-05,18h48m56.84s,282.236848,+48d09m15.5s,48.154297,0.059174111635099835,101.01,-44.92,0.6465284974093264,Kepler-band,5789.0,79.58,-94.94,0.2577319587628866,0.06,-0.05,1.02,0.2,-0.09
1667,1668,Kepler-1638 b,Transit,1,3.5513168072776396e-05,0.013030000000000002,-0.013030000000000002,19h41m55.78s,295.48240699999997,+48d31m28.0s,48.524445,0.10307304287854589,149.76,-76.78,0.7206735751295337,Kepler-band,5710.0,96.7,-111.43,0.24484536082474226,0.05,-0.06,0.95,0.17,-0.08
1668,1669,Kepler-1639 b,Transit,1,1.3407912098107119e-06,0.002171,-0.002171,18h52m16.47s,283.068632,+48d48m07.5s,48.802085999999996,0.13708588772936603,340.29,-141.94,0.7070466321243523,Kepler-band,6150.0,91.49,-82.94,0.28350515463917536,0.11,-0.08,1.18,0.34,-0.14
1669,1670,Kepler-164 b,Transit,3,6.773046262240809e-07,2.7000000000000002e-05,-2.7000000000000002e-05,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,0.14329411460092575,407.945,-158.925,0.6959585492227979,Kepler-band,5888.0,113.0,-113.0,0.28092783505154645,0.135,-0.085,1.15,0.22,-0.22
1670,1671,Kepler-164 c,Transit,3,1.4869886088875644e-06,2.8999999999999997e-05,-2.8999999999999997e-05,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,0.14950234147248548,475.6,-175.91,0.6959585492227979,Kepler-band,5888.0,113.0,-113.0,0.28092783505154645,0.16,-0.09,1.15,0.22,-0.22
1671,1672,Kepler-164 d,Transit,3,3.958364803979259e-06,0.000162,-0.000162,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,0.15571056834404523,543.255,-192.895,0.6959585492227979,Kepler-band,5888.0,113.0,-113.0,0.28092783505154645,0.185,-0.095,1.15,0.22,-0.22
1672,1673,Kepler-1640 b,Transit,1,1.0265351237141359e-06,0.0003866,-0.0003866,19h38m13.89s,294.55789,+40d51m01.8s,40.850497999999995,0.16191879521560495,610.91,-209.88,0.713678756476684,Kepler-band,6324.0,102.05,-142.31,0.3221649484536083,0.21,-0.1,1.43,0.65,-0.21
1673,1674,Kepler-1641 b,Transit,2,2.6824054730563084e-06,0.0011099999999999999,-0.0011099999999999999,19h45m26.27s,296.35944,+41d34m28.3s,41.574532,0.11272374626182356,325.32,-166.05,0.6949740932642487,Kepler-band,6152.0,173.97,-233.57,0.28350515463917536,0.16,-0.12,1.19,0.4,-0.19
1674,1675,Kepler-1641 c,Transit,2,4.461165221185719e-06,0.0030989999999999998,-0.0030989999999999998,19h45m26.27s,296.35944,+41d34m28.3s,41.574532,0.11272374626182356,325.32,-166.05,0.6949740932642487,Kepler-band,6152.0,173.97,-233.57,0.28350515463917536,0.16,-0.12,1.19,0.4,-0.19
1675,1676,Kepler-1642 b,Transit,2,1.6595952274706476e-06,0.0005101,-0.0005101,19h48m50.92s,297.21216,+43d38m37.4s,43.643719,0.05223031285932687,49.12,-35.29,0.6880829015544042,Kepler-band,5355.0,178.89,-191.86,0.2216494845360825,0.06,-0.05,0.84,0.09,-0.06
1676,1677,Kepler-1642 c,Transit,2,8.987224645917507e-07,0.0003227,-0.0003227,19h48m50.92s,297.21216,+43d38m37.4s,43.643719,0.05223031285932687,49.12,-35.29,0.6880829015544042,Kepler-band,5355.0,178.89,-191.86,0.2216494845360825,0.06,-0.05,0.84,0.09,-0.06
1677,1678,Kepler-1643 b,Transit,1,7.194436774326119e-07,2.18e-05,-2.18e-05,20h01m43.44s,300.431,+44d45m03.6s,44.751011,0.04834649320508097,40.81,-25.58,0.6355440414507771,Kepler-band,5508.0,58.66,-48.8,0.23195876288659797,0.04,-0.05,0.88,0.09,-0.05
1678,1679,Kepler-1644 b,Transit,1,2.8767218864296946e-06,0.00011140000000000001,-0.00011140000000000001,19h01m54.01s,285.475055,+48d02m05.8s,48.034935,0.06929558103707399,61.31,-45.49,0.692901554404145,Kepler-band,5499.0,66.43,-63.1,0.22422680412371135,0.05,-0.05,0.86,0.09,-0.06
1679,1680,Kepler-1645 b,Transit,1,2.2037328780674567e-06,0.0001069,-0.0001069,19h49m55.07s,297.479473,+48d25m06.9s,48.418571,0.09895384021495175,205.04,-89.78,0.7058031088082902,Kepler-band,5812.0,119.73,-151.42,0.2577319587628866,0.06,-0.06,1.02,0.24,-0.1
1680,1681,Kepler-1646 b,Transit,1,6.020380266587173e-07,1.05e-05,-1.05e-05,19h10m06.34s,287.526422,+42d54m46.5s,42.912908,0.009155222148599648,18.75,-16.91,0.7713471502590673,Kepler-band,3299.0,36.22,-41.07,0.05670103092783505,0.06,-0.06,0.26,0.05,-0.05
1681,1682,Kepler-1647 b,Transit,1,0.00015171254896866884,0.0227,-0.0227,19h52m36.02s,298.150086,+40d39m22.2s,40.656175,0.013341677103941605,17.5,-15.92285714,0.6577720207253885,Kepler-band,6210.0,100.0,-100.0,0.309278350515464,0.01,-0.01,1.79,0.01,-0.01
1682,1683,Kepler-165 b,Transit,2,1.108238604181399e-06,2.6000000000000002e-05,-2.6000000000000002e-05,18h42m45.84s,280.691016,+47d48m35.0s,47.809734999999996,0.01752813204751441,16.25,-14.93571429,0.722901554404145,Kepler-band,5211.0,200.0,-200.0,0.2899484536082475,0.011666667,-0.013333333000000001,0.77,0.47,-0.47
1683,1684,Kepler-165 c,Transit,2,2.0852443697458602e-06,5.6999999999999996e-05,-5.6999999999999996e-05,18h42m45.84s,280.691016,+47d48m35.0s,47.809734999999996,0.02171458700285637,15.0,-13.94857143,0.722901554404145,Kepler-band,5211.0,200.0,-200.0,0.27061855670103097,0.013333333000000001,-0.016666667,0.77,0.47,-0.47
1684,1685,Kepler-166 b,Transit,3,1.03555449368922e-06,1.2e-05,-1.2e-05,19h32m38.44s,293.160171,+48d52m52.3s,48.881190999999994,0.025901041958198333,13.75,-12.96142857,0.7176683937823833,Kepler-band,5413.0,200.0,-200.0,0.2512886597938145,0.015,-0.02,0.74,0.38,-0.38
1685,1686,Kepler-166 c,Transit,3,4.680763717065029e-06,0.000124,-0.000124,19h32m38.44s,293.160171,+48d52m52.3s,48.881190999999994,0.030087496913540287,12.5,-11.97428571,0.7176683937823833,Kepler-band,5413.0,200.0,-200.0,0.23195876288659797,0.016666667,-0.023333332999999998,0.74,0.38,-0.38
1686,1687,Kepler-166 d,Transit,3,2.0045173399756617e-07,1.44e-06,-1.44e-06,19h32m38.44s,293.160171,+48d52m52.3s,48.881190999999994,0.034273951857113086,11.25,-10.98714286,0.7176683937823833,Kepler-band,5413.0,200.0,-200.0,0.21262886597938144,0.018333333,-0.026666667,0.74,0.38,-0.38
1687,1688,Kepler-167 b,Transit,4,5.893776662274332e-07,4.6e-06,-4.5e-06,19h30m38.03s,292.65844100000004,+38d20m43.5s,38.345413,0.03846040681245505,10.0,-10.0,0.682538860103627,Kepler-band,4890.0,50.0,-50.0,0.19329896907216496,0.02,-0.03,0.73,0.02,-0.01
1688,1689,Kepler-167 c,Transit,4,1.0021106576572246e-06,1.2e-05,-1.1e-05,19h30m38.03s,292.65844100000004,+38d20m43.5s,38.345413,0.03846040681245505,10.0,-10.0,0.682538860103627,Kepler-band,4890.0,50.0,-50.0,0.19329896907216496,0.02,-0.03,0.73,0.02,-0.01
1689,1690,Kepler-167 d,Transit,4,2.974403969835226e-06,7.8e-05,-0.00011899999999999999,19h30m38.03s,292.65844100000004,+38d20m43.5s,38.345413,0.03846040681245505,10.0,-10.0,0.682538860103627,Kepler-band,4890.0,50.0,-50.0,0.19329896907216496,0.02,-0.03,0.73,0.02,-0.01
1690,1691,Kepler-167 e,Transit,4,0.00014673172424924528,0.00056,-0.00056,19h30m38.03s,292.65844100000004,+38d20m43.5s,38.345413,0.03846040681245505,10.0,-10.0,0.682538860103627,Kepler-band,4890.0,50.0,-50.0,0.19329896907216496,0.02,-0.03,0.73,0.02,-0.01
1691,1692,Kepler-168 b,Transit,2,5.937924334055766e-07,3.3e-05,-3.3e-05,19h38m50.44s,294.710165,+39d49m30.4s,39.825103999999996,0.04537478271205949,21.25,-21.25,0.7127461139896373,Kepler-band,6282.0,200.0,-200.0,0.20103092783505158,0.025,-0.03375,1.11,0.5,-0.5
1692,1693,Kepler-168 c,Transit,2,1.7948679277816183e-06,4.9e-05,-4.9e-05,19h38m50.44s,294.710165,+39d49m30.4s,39.825103999999996,0.05228915861166393,32.5,-32.5,0.7127461139896373,Kepler-band,6282.0,200.0,-200.0,0.20876288659793815,0.03,-0.0375,1.11,0.5,-0.5
1693,1694,Kepler-169 b,Transit,5,4.328647601730899e-07,1.3000000000000001e-05,-1.3000000000000001e-05,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,0.05920353451126836,43.75,-43.75,0.69139896373057,Kepler-band,4997.0,100.0,-100.0,0.21649484536082475,0.035,-0.04125,0.76,0.05,-0.05
1694,1695,Kepler-169 c,Transit,5,8.362688747746366e-07,2.8999999999999997e-05,-2.8999999999999997e-05,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,0.0661179104108728,55.0,-55.0,0.69139896373057,Kepler-band,4997.0,100.0,-100.0,0.21649484536082475,0.04,-0.045,0.76,0.05,-0.05
1695,1696,Kepler-169 d,Transit,5,1.131153262000372e-06,4.1e-05,-4.1e-05,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,0.07303228631047724,66.25,-66.25,0.69139896373057,Kepler-band,4997.0,100.0,-100.0,0.21649484536082475,0.045,-0.04875,0.76,0.05,-0.05
1696,1697,Kepler-169 e,Transit,5,1.8734788876625095e-06,3.4e-05,-3.4e-05,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,0.07994666221008168,77.5,-77.5,0.69139896373057,Kepler-band,4997.0,100.0,-100.0,0.21649484536082475,0.05,-0.0525,0.76,0.05,-0.05
1697,1698,Kepler-169 f,Transit,5,1.191773832753614e-05,0.00040599999999999995,-0.00040599999999999995,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,0.08686103810968612,88.75,-88.75,0.69139896373057,Kepler-band,4997.0,100.0,-100.0,0.21649484536082475,0.055,-0.05625,0.76,0.05,-0.05
1698,1699,Kepler-17 b,Transit,1,1.9109651059365146e-07,2e-07,-2e-07,19h53m34.87s,298.39527400000003,+47d48m54.0s,47.815006,0.09377541400929056,100.0,-100.0,0.6886528497409325,Kepler-band,5781.0,85.0,-85.0,0.29381443298969073,0.06,-0.06,1.05,0.03,-0.03
1699,1700,Kepler-170 b,Transit,2,1.0739569599198154e-06,1.4000000000000001e-05,-1.4000000000000001e-05,18h58m05.09s,284.52119300000004,+41d37m46.6s,41.629604,0.0920956352575502,98.02272727,-97.95454545,0.70139896373057,Kepler-band,5679.0,57.0,-57.0,0.28092783505154645,0.069047619,-0.062857143,1.03,0.06,-0.06
1700,1701,Kepler-170 c,Transit,2,2.2705694405417716e-06,5.3e-05,-5.3e-05,18h58m05.09s,284.52119300000004,+41d37m46.6s,41.629604,0.09041585651757898,96.04545455,-95.90909091,0.70139896373057,Kepler-band,5679.0,57.0,-57.0,0.2680412371134021,0.078095238,-0.065714286,1.03,0.06,-0.06
1701,1702,Kepler-171 b,Transit,3,5.583925699520163e-07,7e-06,-7e-06,19h47m05.26s,296.77191400000004,+41d45m19.9s,41.755537,0.08873607776583861,94.06818182,-93.86363636,0.7270984455958549,Kepler-band,5642.0,200.0,-200.0,0.25515463917525777,0.08714285699999999,-0.068571429,0.84,0.38,-0.38
1702,1703,Kepler-171 c,Transit,3,1.5579117604537528e-06,2.6000000000000002e-05,-2.6000000000000002e-05,19h47m05.26s,296.77191400000004,+41d45m19.9s,41.755537,0.08705629901409825,92.09090909,-91.81818182,0.7270984455958549,Kepler-band,5642.0,200.0,-200.0,0.2422680412371134,0.096190476,-0.071428571,0.84,0.38,-0.38
1703,1704,Kepler-171 d,Transit,3,5.411618246694222e-06,0.000699,-0.000699,19h47m05.26s,296.77191400000004,+41d45m19.9s,41.755537,0.08537652026235788,90.11363636,-89.77272727,0.7270984455958549,Kepler-band,5642.0,200.0,-200.0,0.2293814432989691,0.105238095,-0.074285714,0.84,0.38,-0.38
1704,1705,Kepler-172 b,Transit,4,3.9035654046682104e-07,7e-06,-7e-06,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,0.08369674152238668,88.13636364,-87.72727273,0.7089119170984456,Kepler-band,5526.0,100.0,-100.0,0.21649484536082475,0.11428571400000001,-0.077142857,1.08,0.19,-0.19
1705,1706,Kepler-172 c,Transit,4,8.627794230492494e-07,2e-05,-2e-05,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,0.08201696277064631,86.15909091,-85.68181818,0.7089119170984456,Kepler-band,5526.0,100.0,-100.0,0.21649484536082475,0.123333333,-0.08,1.08,0.19,-0.19
1706,1707,Kepler-172 d,Transit,4,1.991289437071572e-06,0.000105,-0.000105,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,0.08033718401890595,84.18181818,-83.63636364,0.7089119170984456,Kepler-band,5526.0,100.0,-100.0,0.21649484536082475,0.132380952,-0.082857143,1.08,0.19,-0.19
1707,1708,Kepler-172 e,Transit,4,4.798360293868693e-06,0.00025299999999999997,-0.00025299999999999997,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,0.0786574052671656,82.20454545,-81.59090909,0.7089119170984456,Kepler-band,5526.0,100.0,-100.0,0.21649484536082475,0.141428571,-0.085714286,1.08,0.19,-0.19
1708,1709,Kepler-173 b,Transit,2,5.716487345002926e-07,2.1e-05,-2.1e-05,19h38m35.21s,294.646695,+41d53m02.8s,41.884106,0.07697762652719436,80.22727273,-79.54545455,0.6921761658031089,Kepler-band,6031.0,200.0,-200.0,0.19587628865979384,0.15047619,-0.08857142900000001,0.95,0.47,-0.47
1709,1710,Kepler-173 c,Transit,2,1.0842562751162828e-06,1.4999999999999999e-05,-1.4999999999999999e-05,19h38m35.21s,294.646695,+41d53m02.8s,41.884106,0.07529784777545402,78.25,-77.5,0.6921761658031089,Kepler-band,6031.0,200.0,-200.0,0.19587628865979384,0.15952381,-0.091428571,0.95,0.47,-0.47
1710,1711,Kepler-174 b,Transit,3,1.9028882030964289e-06,2.4e-05,-2.4e-05,19h09m45.41s,287.439194,+43d49m55.5s,43.832091999999996,0.07361806902371366,76.27272727,-75.45454545,0.6962176165803109,Kepler-band,4880.0,126.0,-126.0,0.21262886597938144,0.168571429,-0.094285714,0.62,0.03,-0.03
1711,1712,Kepler-174 c,Transit,3,6.015044281589363e-06,0.000265,-0.000265,19h09m45.41s,287.439194,+43d49m55.5s,43.832091999999996,0.07193829028374243,74.29545455,-73.40909091,0.6962176165803109,Kepler-band,4880.0,126.0,-126.0,0.2293814432989691,0.177619048,-0.097142857,0.62,0.03,-0.03
1712,1713,Kepler-174 d,Transit,3,3.387164750443445e-05,0.002001,-0.002001,19h09m45.41s,287.439194,+43d49m55.5s,43.832091999999996,0.07025851153200208,72.31818182,-71.36363636,0.6962176165803109,Kepler-band,4880.0,126.0,-126.0,0.2461340206185567,0.18666666699999998,-0.1,0.62,0.03,-0.03
1713,1714,Kepler-175 b,Transit,2,1.6181929940794907e-06,4.6e-05,-4.6e-05,19h18m12.79s,289.553283,+43d52m34.3s,43.876183000000005,0.06857873278026172,70.34090909,-69.31818182,0.73,Kepler-band,6064.0,200.0,-200.0,0.2628865979381444,0.19571428600000002,-0.10285714300000001,1.01,0.5,-0.5
1714,1715,Kepler-175 c,Transit,2,4.649938511202558e-06,0.000279,-0.000279,19h18m12.79s,289.553283,+43d52m34.3s,43.876183000000005,0.06689895402852135,68.36363636,-67.27272727,0.73,Kepler-band,6064.0,200.0,-200.0,0.2628865979381444,0.204761905,-0.10571428599999999,1.01,0.5,-0.5
1715,1716,Kepler-176 b,Transit,4,7.318312022440676e-07,2.4e-05,-2.4e-05,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,0.06521917528855015,66.38636364,-65.22727273,0.7098445595854923,Kepler-band,5232.0,200.0,-200.0,0.2644329896907217,0.21380952399999997,-0.108571429,0.89,0.46,-0.46
1716,1717,Kepler-176 c,Transit,4,1.7354802558108187e-06,3.3e-05,-3.3e-05,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,0.06353939653680978,64.40909091,-63.18181818,0.7098445595854923,Kepler-band,5232.0,200.0,-200.0,0.265979381443299,0.222857143,-0.11142857099999999,0.89,0.46,-0.46
1717,1718,Kepler-176 d,Transit,4,3.515242195733504e-06,0.00011499999999999999,-0.00011499999999999999,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,0.06185961778506942,62.43181818,-61.13636364,0.7098445595854923,Kepler-band,5232.0,200.0,-200.0,0.26752577319587634,0.231904762,-0.11428571400000001,0.89,0.46,-0.46
1718,1719,Kepler-176 e,Transit,4,6.996586896525266e-06,0.0006432,-0.0006432,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,0.06017983903332905,60.45454545,-59.09090909,0.7098445595854923,Kepler-band,5232.0,200.0,-200.0,0.26907216494845365,0.24095238100000002,-0.11714285699999999,0.89,0.46,-0.46
1719,1720,Kepler-177 b,Transit,2,5.036204680385677e-06,0.0004358000000000001,-0.0004358000000000001,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,0.05850006029335784,58.47727273,-57.04545455,0.7331606217616581,Kepler-band,5942.0,200.0,-200.0,0.27061855670103097,0.25,-0.12,1.07,0.56,-0.11
1720,1721,Kepler-177 c,Transit,2,6.756341688060642e-06,0.00022840000000000002,-0.00022840000000000002,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,0.05682028154161747,56.5,-55.0,0.7331606217616581,Kepler-band,5942.0,200.0,-200.0,0.27061855670103097,0.25,-0.12,1.07,0.56,-0.11
1721,1722,Kepler-178 b,Transit,3,1.2994503873792225e-06,2.1e-05,-2.1e-05,19h08m24.26s,287.101089,+46d53m47.3s,46.896477000000004,0.05514050278987711,54.52272727,-52.95454545,0.7123316062176165,Kepler-band,5676.0,200.0,-200.0,0.2663230239690722,0.215,-0.10666666699999999,1.07,0.45,-0.45
1722,1723,Kepler-178 c,Transit,3,2.803026844418105e-06,6.6e-05,-6.6e-05,19h08m24.26s,287.101089,+46d53m47.3s,46.896477000000004,0.0534607240499059,52.54545455,-50.90909091,0.7123316062176165,Kepler-band,5676.0,200.0,-200.0,0.2620274914948454,0.18,-0.093333333,1.07,0.45,-0.45
1723,1724,Kepler-178 d,Transit,3,1.3231271631528708e-05,0.0007019999999999999,-0.0007019999999999999,19h08m24.26s,287.101089,+46d53m47.3s,46.896477000000004,0.051780945298165536,50.56818182,-48.86363636,0.7123316062176165,Kepler-band,5676.0,200.0,-200.0,0.2577319587628866,0.145,-0.08,1.07,0.45,-0.45
1724,1725,Kepler-179 b,Transit,2,3.6235886888605866e-07,8e-06,-8e-06,19h54m39.30s,298.66373500000003,+47d45m43.4s,47.762043,0.05010116654642517,48.59090909,-46.81818182,0.7131088082901554,Kepler-band,5302.0,200.0,-200.0,0.2534364260309279,0.11,-0.066666667,0.76,0.31,-0.31
1725,1726,Kepler-179 c,Transit,2,8.643046285476529e-07,1.7e-05,-1.7e-05,19h54m39.30s,298.66373500000003,+47d45m43.4s,47.762043,0.048421387794684814,46.61363636,-44.77272727,0.7131088082901554,Kepler-band,5302.0,200.0,-200.0,0.24914089355670108,0.075,-0.053333333,0.76,0.31,-0.31
1726,1727,Kepler-18 b,Transit,3,4.676738017015008e-07,2.8000000000000003e-05,-2.8000000000000003e-05,19h52m19.07s,298.07943900000004,+44d44m46.8s,44.746321,0.04674160905471359,44.63636364,-42.72727273,0.657979274611399,Kepler-band,5345.0,100.0,-100.0,0.24484536082474226,0.04,-0.04,1.11,0.05,-0.05
1727,1728,Kepler-18 c,Transit,3,1.0343676443594043e-06,2.9999999999999997e-05,-2.9999999999999997e-05,19h52m19.07s,298.07943900000004,+44d44m46.8s,44.746321,0.045061830302973234,42.65909091,-40.68181818,0.657979274611399,Kepler-band,5345.0,100.0,-100.0,0.24484536082474226,0.04,-0.04,1.11,0.05,-0.05
1728,1729,Kepler-18 d,Transit,3,2.0230375196578394e-06,4e-05,-4e-05,19h52m19.07s,298.07943900000004,+44d44m46.8s,44.746321,0.04338205155123287,40.68181818,-38.63636364,0.657979274611399,Kepler-band,5345.0,100.0,-100.0,0.24484536082474226,0.04,-0.04,1.11,0.05,-0.05
1729,1730,Kepler-180 b,Transit,2,1.8803312165147766e-06,0.000155,-0.000155,19h42m17.12s,295.571343,+49d46m28.5s,49.774586,0.041702272799492505,38.70454545,-36.59090909,0.699481865284974,Kepler-band,5731.0,200.0,-200.0,0.211340206185567,0.038571429,-0.038571429,1.06,0.47,-0.47
1730,1731,Kepler-180 c,Transit,2,5.7253519492226624e-06,0.00022799999999999999,-0.00022799999999999999,19h42m17.12s,295.571343,+49d46m28.5s,49.774586,0.040022494059521296,36.72727273,-34.54545455,0.699481865284974,Kepler-band,5731.0,200.0,-200.0,0.211340206185567,0.037142857,-0.037142857,1.06,0.47,-0.47
1731,1732,Kepler-181 b,Transit,2,4.1742010244693544e-07,1.3000000000000001e-05,-1.3000000000000001e-05,19h44m36.34s,296.151402,+50d05m44.9s,50.095806,0.03834271530778093,34.75,-32.5,0.717979274611399,Kepler-band,5333.0,200.0,-200.0,0.23711340206185566,0.035714286,-0.035714286,0.75,0.37,-0.37
1732,1733,Kepler-181 c,Transit,2,5.769099674423785e-07,8e-06,-8e-06,19h44m36.34s,296.151402,+50d05m44.9s,50.095806,0.03666293655604057,32.77272727,-30.45454545,0.717979274611399,Kepler-band,5333.0,200.0,-200.0,0.2628865979381444,0.034285714,-0.034285714,0.75,0.37,-0.37
1733,1734,Kepler-182 b,Transit,2,1.3335734015018488e-06,6.2e-05,-6.2e-05,19h19m19.23s,289.83011400000004,+50d35m10.5s,50.586246,0.03498315781606936,30.79545455,-28.40909091,0.7277720207253886,Kepler-band,6250.0,200.0,-200.0,0.288659793814433,0.032857143,-0.032857143,1.15,0.51,-0.51
1734,1735,Kepler-182 c,Transit,2,2.8210460227241946e-06,9.7e-05,-9.7e-05,19h19m19.23s,289.83011400000004,+50d35m10.5s,50.586246,0.033303379064328995,28.81818182,-26.36363636,0.7277720207253886,Kepler-band,6250.0,200.0,-200.0,0.288659793814433,0.031428571,-0.031428571,1.15,0.51,-0.51
1735,1736,Kepler-183 b,Transit,2,7.667450382943285e-07,2e-05,-2e-05,19h34m07.40s,293.530848,+39d18m57.2s,39.315898,0.03162360031258863,26.84090909,-24.31818182,0.7302072538860104,Kepler-band,5888.0,200.0,-200.0,0.27362542963917535,0.03,-0.03,0.96,0.41,-0.41
1736,1737,Kepler-183 c,Transit,2,1.581693815543778e-06,5.5e-05,-5.5e-05,19h34m07.40s,293.530848,+39d18m57.2s,39.315898,0.02994382156084827,24.86363636,-22.27272727,0.7302072538860104,Kepler-band,5888.0,200.0,-200.0,0.25859106520618563,0.028571429,-0.028571429,0.96,0.41,-0.41
1737,1738,Kepler-184 b,Transit,3,1.4516260057084397e-06,2.5e-05,-2.5e-05,19h27m48.46s,291.951908,+43d04m29.0s,43.074715000000005,0.02826404282087706,22.88636364,-20.22727273,0.698860103626943,Kepler-band,5788.0,200.0,-200.0,0.24355670103092786,0.027142857000000003,-0.027142857000000003,0.87,0.49,-0.49
1738,1739,Kepler-184 c,Transit,3,2.768808076869631e-06,8.7e-05,-8.7e-05,19h27m48.46s,291.951908,+43d04m29.0s,43.074715000000005,0.026584264069136696,20.90909091,-18.18181818,0.698860103626943,Kepler-band,5788.0,200.0,-200.0,0.2285223368556701,0.025714286,-0.025714286,0.87,0.49,-0.49
