row_id,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2
2150,Kepler-327 c,Transit,3,5.212333,1.90E-05,-1.90E-05,19h30m34.17s,292.642372,+44d05m15.6s,44.087673,687.4285714,20.10714286,-20.10714286,15.018,Kepler-band,3799,100,-100,0.55,0.203,-0.149,0.49,0.02,-0.02
2151,Kepler-327 d,Transit,3,13.969457,3.10E-05,-3.10E-05,19h30m34.17s,292.642372,+44d05m15.6s,44.087673,708.7857143,20.44642857,-20.44642857,15.018,Kepler-band,3799,100,-100,0.55,0.2115,-0.1545,0.49,0.02,-0.02
2152,Kepler-328 b,Transit,2,34.921,3.60E-05,-3.60E-05,19h43m14.23s,295.809289,+40d00m30.6s,40.008503,730.1428571,20.78571429,-20.78571429,15.674,Kepler-band,5914,133.3333333,-133.3333333,1.15,0.22,-0.16,1.06,0.44,-0.11
2153,Kepler-328 c,Transit,2,71.312,4.10E-05,-4.10E-05,19h43m14.23s,295.809289,+40d00m30.6s,40.008503,751.5,21.125,-21.125,15.674,Kepler-band,5914,166.6666667,-166.6666667,1.15,0.22,-0.16,1.06,0.44,-0.11
2154,Kepler-329 b,Transit,2,7.416397,4.60E-05,-4.60E-05,19h57m04.33s,299.268042,+45d13m38.7s,45.227428,772.8571429,21.46428571,-21.46428571,15.434,Kepler-band,4257,200,-200,0.53,0.166666667,-0.146666667,0.52,0.05,-0.05
2155,Kepler-329 c,Transit,2,18.684737,8.90E-05,-8.90E-05,19h57m04.33s,299.268042,+45d13m38.7s,45.227428,794.2142857,21.80357143,-21.80357143,15.434,Kepler-band,4257,200,-200,0.53,0.113333333,-0.133333333,0.52,0.05,-0.05
2156,Kepler-33 b,Transit,5,5.66793,0.00012,-0.00012,19h16m18.61s,289.077548,+46d00m18.8s,46.005222,815.5714286,22.14285714,-22.14285714,13.988,Kepler-band,5904,47,-47,1.29,0.06,-0.12,1.82,0.14,-0.18
2157,Kepler-33 c,Transit,5,13.17562,0.00014,-0.00014,19h16m18.61s,289.077548,+46d00m18.8s,46.005222,836.9285714,22.48214286,-22.48214286,13.988,Kepler-band,5904,47,-47,1.29,0.06,-0.12,1.82,0.14,-0.18
2158,Kepler-33 d,Transit,5,21.77596,0.00011,-0.00011,19h16m18.61s,289.077548,+46d00m18.8s,46.005222,858.2857143,22.82142857,-22.82142857,13.988,Kepler-band,5904,47,-47,1.29,0.06,-0.12,1.82,0.14,-0.18
2159,Kepler-33 e,Transit,5,31.7844,0.00039,-0.00039,19h16m18.61s,289.077548,+46d00m18.8s,46.005222,879.6428571,23.16071429,-23.16071429,13.988,Kepler-band,5904,47,-47,1.29,0.06,-0.12,1.82,0.14,-0.18
2160,Kepler-33 f,Transit,5,41.02902,0.00042,-0.00042,19h16m18.61s,289.077548,+46d00m18.8s,46.005222,901,23.5,-23.5,13.988,Kepler-band,5904,47,-47,1.29,0.06,-0.12,1.82,0.14,-0.18
2161,Kepler-330 b,Transit,2,8.25978,7.60E-05,-7.60E-05,19h13m47.37s,288.447375,+44d48m06.1s,44.801685,922.3571429,23.83928571,-23.83928571,15.261,Kepler-band,5117,200,-200,0.78,0.057857143,-0.115714286,0.72,0.27,-0.27
2162,Kepler-330 c,Transit,2,15.955387,7.60E-05,-7.60E-05,19h13m47.37s,288.447375,+44d48m06.1s,44.801685,943.7142857,24.17857143,-24.17857143,15.261,Kepler-band,5117,200,-200,0.78,0.055714286,-0.111428571,0.72,0.27,-0.27
2163,Kepler-331 b,Transit,3,8.457496,2.40E-05,-2.40E-05,19h27m20.24s,291.834328,+39d18m26.5s,39.307358,965.0714286,24.51785714,-24.51785714,15.862,Kepler-band,4347,200,-200,0.51,0.053571429,-0.107142857,0.49,0.05,-0.05
2164,Kepler-331 c,Transit,3,17.28111,6.40E-05,-6.40E-05,19h27m20.24s,291.834328,+39d18m26.5s,39.307358,986.4285714,24.85714286,-24.85714286,15.862,Kepler-band,4347,200,-200,0.51,0.051428571,-0.102857143,0.49,0.05,-0.05
2165,Kepler-331 d,Transit,3,32.134328,0.000216,-0.000216,19h27m20.24s,291.834328,+39d18m26.5s,39.307358,1007.785714,25.19642857,-25.19642857,15.862,Kepler-band,4347,200,-200,0.51,0.049285714,-0.098571429,0.49,0.05,-0.05
2166,Kepler-332 b,Transit,3,7.626324,2.80E-05,-2.80E-05,19h06m39.11s,286.662964,+47d24m49.3s,47.4137,1029.142857,25.53571429,-25.53571429,14.017,Kepler-band,4955,100,-100,0.8,0.047142857,-0.094285714,0.72,0.04,-0.04
2167,Kepler-332 c,Transit,3,15.995622,0.000108,-0.000108,19h06m39.11s,286.662964,+47d24m49.3s,47.4137,1050.5,25.875,-25.875,14.017,Kepler-band,4955,100,-100,0.8,0.045,-0.09,0.72,0.04,-0.04
2168,Kepler-332 d,Transit,3,34.21154,0.000326,-0.000326,19h06m39.11s,286.662964,+47d24m49.3s,47.4137,1071.857143,26.21428571,-26.21428571,14.017,Kepler-band,4955,100,-100,0.8,0.042857143,-0.085714286,0.72,0.04,-0.04
2169,Kepler-333 b,Transit,2,12.551158,4.40E-05,-4.40E-05,19h29m08.66s,292.286069,+40d54m48.9s,40.913584,1093.214286,26.55357143,-26.55357143,14.731,Kepler-band,4259,200,-200,0.54,0.040714286,-0.081428571,0.53,0.05,-0.05
2170,Kepler-333 c,Transit,2,24.08821,0.000207,-0.000207,19h29m08.66s,292.286069,+40d54m48.9s,40.913584,1114.571429,26.89285714,-26.89285714,14.731,Kepler-band,4259,200,-200,0.54,0.038571429,-0.077142857,0.53,0.05,-0.05
2171,Kepler-334 b,Transit,3,5.470319,2.10E-05,-2.10E-05,19h08m33.76s,287.140668,+47d06m54.7s,47.115196,1135.928571,27.23214286,-27.23214286,12.776,Kepler-band,5828,100,-100,1,0.036428571,-0.072857143,1.07,0.19,-0.19
2172,Kepler-334 c,Transit,3,12.758005,5.50E-05,-5.50E-05,19h08m33.76s,287.140668,+47d06m54.7s,47.115196,1157.285714,27.57142857,-27.57142857,12.776,Kepler-band,5828,100,-100,1,0.034285714,-0.068571429,1.07,0.19,-0.19
2173,Kepler-334 d,Transit,3,25.09849,0.000142,-0.000142,19h08m33.76s,287.140668,+47d06m54.7s,47.115196,1178.642857,27.91071429,-27.91071429,12.776,Kepler-band,5828,100,-100,1,0.032142857,-0.064285714,1.07,0.19,-0.19
2174,Kepler-335 b,Transit,2,6.562331,3.10E-05,-3.10E-05,19h44m15.43s,296.064311,+45d25m43.0s,45.428623,1200,28.25,-28.25,13.996,Kepler-band,5877,112,-112,0.99,0.03,-0.06,1.85,0.35,-0.35
2175,Kepler-335 c,Transit,2,67.844469,0.001423,-0.001423,19h44m15.43s,296.064311,+45d25m43.0s,45.428623,1221.357143,28.58928571,-28.58928571,13.996,Kepler-band,5877,112,-112,0.99,0.027857143,-0.055714286,1.85,0.35,-0.35
2176,Kepler-336 b,Transit,3,2.024823,1.70E-05,-1.70E-05,19h20m57.03s,290.237643,+41d19m52.9s,41.33137,1242.714286,28.92857143,-28.92857143,13.598,Kepler-band,5867,100,-100,0.89,0.025714286,-0.051428571,1.3,0.23,-0.23
2177,Kepler-336 c,Transit,3,9.600001,3.50E-05,-3.50E-05,19h20m57.03s,290.237643,+41d19m52.9s,41.33137,1264.071429,29.26785714,-29.26785714,13.598,Kepler-band,5867,100,-100,0.89,0.023571429,-0.047142857,1.3,0.23,-0.23
2178,Kepler-336 d,Transit,3,20.678772,0.000102,-0.000102,19h20m57.03s,290.237643,+41d19m52.9s,41.33137,1285.428571,29.60714286,-29.60714286,13.598,Kepler-band,5867,100,-100,0.89,0.021428571,-0.042857143,1.3,0.23,-0.23
2179,Kepler-337 b,Transit,2,3.292781,1.90E-05,-1.90E-05,19h20m14.52s,290.06049,+47d09m50.2s,47.163956,1306.785714,29.94642857,-29.94642857,12.727,Kepler-band,5684,175,-175,0.96,0.019285714,-0.038571429,1.76,0.48,-0.48
2180,Kepler-337 c,Transit,2,9.693201,4.70E-05,-4.70E-05,19h20m14.52s,290.06049,+47d09m50.2s,47.163956,1328.142857,30.28571429,-30.28571429,12.727,Kepler-band,5684,175,-175,0.96,0.017142857,-0.034285714,1.76,0.48,-0.48
2181,Kepler-338 b,Transit,4,13.726976,5.90E-05,-5.90E-05,18h51m54.95s,282.978956,+40d47m03.6s,40.784347,1349.5,30.625,-30.625,12.119,Kepler-band,5923,77,-77,1.1,0.015,-0.03,1.74,0.08,-0.08
2182,Kepler-338 c,Transit,4,24.310856,0.000158,-0.000158,18h51m54.95s,282.978956,+40d47m03.6s,40.784347,1370.857143,30.96428571,-30.96428571,12.119,Kepler-band,5923,77,-77,1.1,0.012857143,-0.025714286,1.74,0.08,-0.08
2183,Kepler-338 d,Transit,4,44.431014,0.000368,-0.000368,18h51m54.95s,282.978956,+40d47m03.6s,40.784347,1392.214286,31.30357143,-31.30357143,12.119,Kepler-band,5923,77,-77,1.1,0.010714286,-0.021428571,1.74,0.08,-0.08
2184,Kepler-338 e,Transit Timing Variations,4,9.341,0.0001935,-0.0001935,18h51m54.95s,282.978956,+40d47m03.6s,40.784347,1413.571429,31.64285714,-31.64285714,12.119,Kepler-band,5923,77,-77,1.1,0.008571429,-0.017142857,1.74,0.08,-0.08
2185,Kepler-339 b,Transit,3,4.977656,1.90E-05,-1.90E-05,19h33m24.41s,293.351712,+48d26m40.7s,48.444641,1434.928571,31.98214286,-31.98214286,14.531,Kepler-band,5631,200,-200,0.84,0.006428571,-0.012857143,0.8,0.36,-0.36
2186,Kepler-339 c,Transit,3,6.988055,5.30E-05,-5.30E-05,19h33m24.41s,293.351712,+48d26m40.7s,48.444641,1456.285714,32.32142857,-32.32142857,14.531,Kepler-band,5631,200,-200,0.84,0.004285714,-0.008571429,0.8,0.36,-0.36
2187,Kepler-339 d,Transit,3,10.558345,8.10E-05,-8.10E-05,19h33m24.41s,293.351712,+48d26m40.7s,48.444641,1477.642857,32.66071429,-32.66071429,14.531,Kepler-band,5631,200,-200,0.84,0.002142857,-0.004285714,0.8,0.36,-0.36
2188,Kepler-34 b,Transit,1,288.822,0.063,-0.081,19h45m44.60s,296.435821,+44d38m29.6s,44.64156,1499,33,-33,14.875,Kepler-band,5913,130,-130,1.05,0,0,1.16,0,0
2189,Kepler-340 b,Transit,2,14.844387,0.000473,-0.000473,19h43m44.03s,295.933477,+40d18m02.1s,40.30057,1504.84,33.4,-33.4,12.345,Kepler-band,6620,376,-376,2.11,0.0004,-0.0004,1.85,0.42,-0.42
2190,Kepler-340 c,Transit,2,22.824669,0.000481,-0.000481,19h43m44.03s,295.933477,+40d18m02.1s,40.30057,1510.68,33.8,-33.8,12.345,Kepler-band,6620,376,-376,2.11,0.0008,-0.0008,1.85,0.42,-0.42
2191,Kepler-341 b,Transit,4,5.195528,5.30E-05,-5.30E-05,19h19m26.78s,289.861576,+43d28m22.0s,43.472775,1516.52,34.2,-34.2,14.601,Kepler-band,6012,200,-200,0.94,0.0012,-0.0012,1.02,0.52,-0.52
2192,Kepler-341 c,Transit,4,8.01041,4.90E-05,-4.90E-05,19h19m26.78s,289.861576,+43d28m22.0s,43.472775,1522.36,34.6,-34.6,14.601,Kepler-band,6012,200,-200,0.94,0.0016,-0.0016,1.02,0.52,-0.52
2193,Kepler-341 d,Transit,4,27.666313,0.000297,-0.000297,19h19m26.78s,289.861576,+43d28m22.0s,43.472775,1528.2,35,-35,14.601,Kepler-band,6012,200,-200,0.94,0.002,-0.002,1.02,0.52,-0.52
2194,Kepler-341 e,Transit,4,42.473269,0.000633,-0.000633,19h19m26.78s,289.861576,+43d28m22.0s,43.472775,1534.04,35.4,-35.4,14.601,Kepler-band,6012,200,-200,0.94,0.0024,-0.0024,1.02,0.52,-0.52
2195,Kepler-342 b,Transit,4,15.170318,5.90E-05,-5.90E-05,19h30m42.74s,292.678083,+46d43m36.2s,46.726715,1539.88,35.8,-35.8,13.147,Kepler-band,6175,100,-100,1.13,0.0028,-0.0028,1.47,0.26,-0.26
2196,Kepler-342 c,Transit,4,26.234138,0.000163,-0.000163,19h30m42.74s,292.678083,+46d43m36.2s,46.726715,1545.72,36.2,-36.2,13.147,Kepler-band,6175,100,-100,1.13,0.0032,-0.0032,1.47,0.26,-0.26
2197,Kepler-342 d,Transit,4,39.459357,0.000375,-0.000375,19h30m42.74s,292.678083,+46d43m36.2s,46.726715,1551.56,36.6,-36.6,13.147,Kepler-band,6175,100,-100,1.13,0.0036,-0.0036,1.47,0.26,-0.26
2198,Kepler-342 e,Transit,4,1.64422461,6.21E-06,-6.21E-06,19h30m42.74s,292.678083,+46d43m36.2s,46.726715,1557.4,37,-37,13.147,Kepler-band,6175,100,-100,1.13,0.004,-0.004,1.47,0.26,-0.26
2199,Kepler-343 b,Transit,2,8.96855,5.80E-05,-5.80E-05,19h27m50.56s,291.960684,+42d25m58.8s,42.433006,1563.24,37.4,-37.4,14.128,Kepler-band,5807,100,-100,1.04,0.0044,-0.0044,1.43,0.26,-0.26
2200,Kepler-343 c,Transit,2,23.22182,0.000234,-0.000234,19h27m50.56s,291.960684,+42d25m58.8s,42.433006,1569.08,37.8,-37.8,14.128,Kepler-band,5807,100,-100,1.04,0.0048,-0.0048,1.43,0.26,-0.26
2201,Kepler-344 b,Transit,2,21.963945,0.000108,-0.000108,19h29m59.91s,292.499645,+46d19m27.9s,46.324406,1574.92,38.2,-38.2,15.378,Kepler-band,5774,200,-200,0.9,0.0052,-0.0052,0.98,0.45,-0.45
2202,Kepler-344 c,Transit,2,125.596809,0.001728,-0.001728,19h29m59.91s,292.499645,+46d19m27.9s,46.324406,1580.76,38.6,-38.6,15.378,Kepler-band,5774,200,-200,0.9,0.0056,-0.0056,0.98,0.45,-0.45
2203,Kepler-345 b,Transit,2,7.415563,5.40E-05,-5.40E-05,19h40m54.91s,295.228802,+45d58m15.7s,45.97102,1586.6,39,-39,14.028,Kepler-band,4504,100,-100,0.59,0.006,-0.006,0.62,0.03,-0.03
2204,Kepler-345 c,Transit,2,9.387427,2.80E-05,-2.80E-05,19h40m54.91s,295.228802,+45d58m15.7s,45.97102,1592.44,39.4,-39.4,14.028,Kepler-band,4504,100,-100,0.59,0.0064,-0.0064,0.62,0.03,-0.03
2205,Kepler-346 b,Transit,2,6.511127,1.70E-05,-1.70E-05,19h12m02.86s,288.011911,+46d07m03.4s,46.117607,1598.28,39.8,-39.8,15.214,Kepler-band,6033,200,-200,0.97,0.0068,-0.0068,1.02,0.48,-0.48
2206,Kepler-346 c,Transit,2,23.851549,9.80E-05,-9.80E-05,19h12m02.86s,288.011911,+46d07m03.4s,46.117607,1604.12,40.2,-40.2,15.214,Kepler-band,6033,200,-200,0.97,0.0072,-0.0072,1.02,0.48,-0.48
2207,Kepler-347 b,Transit,2,12.79836,0.000106,-0.000106,19h16m47.90s,289.199596,+49d18m20.6s,49.305717,1609.96,40.6,-40.6,14.513,Kepler-band,6088,200,-200,1.04,0.0076,-0.0076,1,0.46,-0.46
2208,Kepler-347 c,Transit,2,27.320871,0.000457,-0.000457,19h16m47.90s,289.199596,+49d18m20.6s,49.305717,1615.8,41,-41,14.513,Kepler-band,6088,200,-200,1.04,0.008,-0.008,1,0.46,-0.46
2209,Kepler-348 b,Transit,2,7.05677,3.10E-05,-3.10E-05,19h49m01.21s,297.25505,+40d32m54.1s,40.548373,1621.64,41.4,-41.4,12.556,Kepler-band,6177,100,-100,1.15,0.0084,-0.0084,1.36,0.25,-0.25
2210,Kepler-348 c,Transit,2,17.265427,0.000179,-0.000179,19h49m01.21s,297.25505,+40d32m54.1s,40.548373,1627.48,41.8,-41.8,12.556,Kepler-band,6177,100,-100,1.15,0.0088,-0.0088,1.36,0.25,-0.25
2211,Kepler-349 b,Transit,2,5.929778,2.00E-05,-2.00E-05,19h34m42.36s,293.67648,+44d36m56.1s,44.615578,1633.32,42.2,-42.2,14.746,Kepler-band,5956,200,-200,0.97,0.0092,-0.0092,0.93,0.35,-0.35
2212,Kepler-349 c,Transit,2,12.247629,6.30E-05,-6.30E-05,19h34m42.36s,293.67648,+44d36m56.1s,44.615578,1639.16,42.6,-42.6,14.746,Kepler-band,5956,200,-200,0.97,0.0096,-0.0096,0.93,0.35,-0.35
2213,Kepler-35 b,Transit,1,131.458,0.077,-0.105,19h37m59.27s,294.496978,+46d41m23.1s,46.689762,1645,43,-43,15.726,Kepler-band,5606,150,-150,0.89,0.01,-0.01,1.03,0,0
2214,Kepler-350 b,Transit,3,11.189562,0.000119,-0.000119,19h01m40.71s,285.419606,+39d42m22.0s,39.706107,1599.807692,45.15625,-45.15625,13.781,Kepler-band,6186,100,-100,1,0.2,-0.12,1.53,0.31,-0.31
2215,Kepler-350 c,Transit,3,17.849,0.000240667,-0.000240667,19h01m40.71s,285.419606,+39d42m22.0s,39.706107,1554.615385,47.3125,-47.3125,13.781,Kepler-band,6186,100,-100,1,0.2,-0.12,1.53,0.31,-0.31
2216,Kepler-350 d,Transit,3,26.136,0.000362333,-0.000362333,19h01m40.71s,285.419606,+39d42m22.0s,39.706107,1509.423077,49.46875,-49.46875,13.781,Kepler-band,6186,100,-100,1,0.2,-0.12,1.53,0.31,-0.31
2217,Kepler-351 b,Transit,3,37.054919,0.000484,-0.000484,19h05m48.65s,286.452706,+42d39m28.4s,42.657879,1464.230769,51.625,-51.625,15.99,Kepler-band,5643,200,-200,0.89,0.193043478,-0.116521739,0.85,0.41,-0.41
2218,Kepler-351 c,Transit,3,57.24809,0.000599,-0.000599,19h05m48.65s,286.452706,+42d39m28.4s,42.657879,1419.038462,53.78125,-53.78125,15.99,Kepler-band,5643,200,-200,0.89,0.186086957,-0.113043478,0.85,0.41,-0.41
2219,Kepler-351 d,Transit,3,142.544247,0.002303,-0.002303,19h05m48.65s,286.452706,+42d39m28.4s,42.657879,1373.846154,55.9375,-55.9375,15.99,Kepler-band,5643,200,-200,0.89,0.179130435,-0.109565217,0.85,0.41,-0.41
2220,Kepler-352 b,Transit,2,10.05537,0.000194,-0.000194,19h59m35.17s,299.896521,+46d03m07.1s,46.051975,1328.653846,58.09375,-58.09375,12.957,Kepler-band,5212,100,-100,0.79,0.172173913,-0.106086957,0.78,0.05,-0.05
2221,Kepler-352 c,Transit,2,16.332995,0.000272,-0.000272,19h59m35.17s,299.896521,+46d03m07.1s,46.051975,1283.461538,60.25,-60.25,12.957,Kepler-band,5212,100,-100,0.79,0.165217391,-0.102608696,0.78,0.05,-0.05
2222,Kepler-353 b,Transit,2,5.795278,5.50E-05,-5.50E-05,19h47m25.59s,296.856633,+41d45m29.4s,41.75818,1238.269231,62.40625,-62.40625,15.773,Kepler-band,3903,100,-100,0.54,0.15826087,-0.099130435,0.5,0.02,-0.02
2223,Kepler-353 c,Transit,2,8.410894,3.90E-05,-3.90E-05,19h47m25.59s,296.856633,+41d45m29.4s,41.75818,1193.076923,64.5625,-64.5625,15.773,Kepler-band,3903,100,-100,0.54,0.151304348,-0.095652174,0.5,0.02,-0.02
2224,Kepler-354 b,Transit,3,5.47666,2.40E-05,-2.40E-05,19h03m00.35s,285.751452,+41d20m08.3s,41.33564,1147.884615,66.71875,-66.71875,15.549,Kepler-band,4648,200,-200,0.65,0.144347826,-0.092173913,0.67,0.21,-0.21
2225,Kepler-354 c,Transit,3,16.934402,0.000228,-0.000228,19h03m00.35s,285.751452,+41d20m08.3s,41.33564,1102.692308,68.875,-68.875,15.549,Kepler-band,4648,200,-200,0.65,0.137391304,-0.088695652,0.67,0.21,-0.21
2226,Kepler-354 d,Transit,3,24.209842,0.000403,-0.000403,19h03m00.35s,285.751452,+41d20m08.3s,41.33564,1057.5,71.03125,-71.03125,15.549,Kepler-band,4648,200,-200,0.65,0.130434783,-0.085217391,0.67,0.21,-0.21
2227,Kepler-355 b,Transit,2,11.03189,0.000338,-0.000338,19h03m11.87s,285.799457,+42d48m42.4s,42.811783,1012.307692,73.1875,-73.1875,15.087,Kepler-band,6184,250,-250,1.05,0.123478261,-0.08173913,1.07,0.48,-0.48
2228,Kepler-355 c,Transit,2,25.762294,0.000267,-0.000267,19h03m11.87s,285.799457,+42d48m42.4s,42.811783,967.1153846,75.34375,-75.34375,15.087,Kepler-band,6184,250,-250,1.05,0.116521739,-0.07826087,1.07,0.48,-0.48
2229,Kepler-356 b,Transit,2,4.612696,2.10E-05,-2.10E-05,19h29m41.06s,292.421077,+37d40m58.1s,37.682819,921.9230769,77.5,-77.5,12.992,Kepler-band,6133,100,-100,0.97,0.109565217,-0.074782609,1.33,0.24,-0.24
2230,Kepler-356 c,Transit,2,13.121632,8.80E-05,-8.80E-05,19h29m41.06s,292.421077,+37d40m58.1s,37.682819,876.7307692,79.65625,-79.65625,12.992,Kepler-band,6133,100,-100,0.97,0.102608696,-0.071304348,1.33,0.24,-0.24
2231,Kepler-357 b,Transit,3,6.475434,3.40E-05,-3.40E-05,19h24m58.34s,291.243104,+44d00m31.4s,44.00872,831.5384615,81.8125,-81.8125,15.565,Kepler-band,5036,200,-200,0.78,0.095652174,-0.067826087,0.83,0.49,-0.49
2232,Kepler-357 c,Transit,3,16.85837,8.10E-05,-8.10E-05,19h24m58.34s,291.243104,+44d00m31.4s,44.00872,786.3461538,83.96875,-83.96875,15.565,Kepler-band,5036,200,-200,0.78,0.088695652,-0.064347826,0.83,0.49,-0.49
2233,Kepler-357 d,Transit,3,49.499875,0.00046,-0.00046,19h24m58.34s,291.243104,+44d00m31.4s,44.00872,741.1538462,86.125,-86.125,15.565,Kepler-band,5036,200,-200,0.78,0.08173913,-0.060869565,0.83,0.49,-0.49
2234,Kepler-358 b,Transit,2,34.060467,0.000194,-0.000194,19h32m55.25s,293.230225,+48d16m53.0s,48.281376,695.9615385,88.28125,-88.28125,15.375,Kepler-band,5908,200,-200,0.95,0.074782609,-0.057391304,0.95,0.48,-0.48
2235,Kepler-358 c,Transit,2,83.488369,0.00083,-0.00083,19h32m55.25s,293.230225,+48d16m53.0s,48.281376,650.7692308,90.4375,-90.4375,15.375,Kepler-band,5908,200,-200,0.95,0.067826087,-0.053913043,0.95,0.48,-0.48
2236,Kepler-359 b,Transit,3,25.563222,0.000202,-0.000202,19h33m10.47s,293.293635,+42d11m46.9s,42.196354,605.5769231,92.59375,-92.59375,15.886,Kepler-band,6248,250,-250,1.07,0.060869565,-0.050434783,1.09,0.5,-0.5
2237,Kepler-359 c,Transit,3,57.68802,0.000545,-0.000545,19h33m10.47s,293.293635,+42d11m46.9s,42.196354,560.3846154,94.75,-94.75,15.886,Kepler-band,6248,250,-250,1.07,0.053913043,-0.046956522,1.09,0.5,-0.5
2238,Kepler-359 d,Transit,3,77.095691,0.001453,-0.001453,19h33m10.47s,293.293635,+42d11m46.9s,42.196354,515.1923077,96.90625,-96.90625,15.886,Kepler-band,6248,250,-250,1.07,0.046956522,-0.043478261,1.09,0.5,-0.5
2239,Kepler-36 b,Transit,2,13.83989,0.00082,-0.0006,19h25m00.05s,291.250191,+49d13m54.6s,49.231827,470,99.0625,-99.0625,11.866,Kepler-band,5911,66,-66,1.07,0.04,-0.04,1.63,0.02,-0.02
2240,Kepler-36 c,Transit,2,16.23855,0.00038,-0.00054,19h25m00.05s,291.250191,+49d13m54.6s,49.231827,470,101.21875,-101.21875,11.866,Kepler-band,5911,66,-66,1.07,0.04,-0.04,1.63,0.02,-0.02
2241,Kepler-360 b,Transit,2,3.289672,1.20E-05,-1.20E-05,19h05m08.34s,286.284731,+44d46m53.6s,44.781555,451.6363636,103.375,-103.375,14.866,Kepler-band,6053,200,-200,0.95,0.041363636,-0.041363636,1.06,0.5,-0.5
2242,Kepler-360 c,Transit,2,7.186434,2.90E-05,-2.90E-05,19h05m08.34s,286.284731,+44d46m53.6s,44.781555,433.2727273,105.53125,-105.53125,14.866,Kepler-band,6053,200,-200,0.95,0.042727273,-0.042727273,1.06,0.5,-0.5
2243,Kepler-361 b,Transit,2,8.486616,8.40E-05,-8.40E-05,19h47m12.83s,296.803453,+46d44m28.2s,46.741154,414.9090909,107.6875,-107.6875,13.573,Kepler-band,6169,100,-100,1.07,0.044090909,-0.044090909,1.34,0.26,-0.26
2244,Kepler-361 c,Transit,2,55.188023,0.000655,-0.000655,19h47m12.83s,296.803453,+46d44m28.2s,46.741154,396.5454545,109.84375,-109.84375,13.573,Kepler-band,6169,100,-100,1.07,0.045454545,-0.045454545,1.34,0.26,-0.26
2245,Kepler-362 b,Transit,2,10.327186,0.000101,-0.000101,19h27m05.19s,291.771639,+47d31m47.7s,47.529903,378.1818182,112,-112,14.5,Kepler-band,5788,200,-200,0.77,0.046818182,-0.046818182,0.72,0.3,-0.3
2246,Kepler-362 c,Transit,2,37.866281,0.000298,-0.000298,19h27m05.19s,291.771639,+47d31m47.7s,47.529903,359.8181818,114.15625,-114.15625,14.5,Kepler-band,5788,200,-200,0.77,0.048181818,-0.048181818,0.72,0.3,-0.3
2247,Kepler-363 b,Transit,3,3.614568,5.30E-05,-5.30E-05,18h52m46.10s,283.192081,+41d18m19.4s,41.305393,341.4545455,116.3125,-116.3125,13.353,Kepler-band,5593,100,-100,1.23,0.049545455,-0.049545455,1.49,0.23,-0.23
2248,Kepler-363 c,Transit,3,7.542427,5.80E-05,-5.80E-05,18h52m46.10s,283.192081,+41d18m19.4s,41.305393,323.0909091,118.46875,-118.46875,13.353,Kepler-band,5593,100,-100,1.23,0.050909091,-0.050909091,1.49,0.23,-0.23
2249,Kepler-363 d,Transit,3,11.932125,9.30E-05,-9.30E-05,18h52m46.10s,283.192081,+41d18m19.4s,41.305393,304.7272727,120.625,-120.625,13.353,Kepler-band,5593,100,-100,1.23,0.052272727,-0.052272727,1.49,0.23,-0.23
2250,Kepler-364 b,Transit,2,25.745718,0.000548,-0.000548,18h46m16.78s,281.569933,+47d23m55.3s,47.398697,286.3636364,122.78125,-122.78125,13.66,Kepler-band,6108,125,-125,1.2,0.053636364,-0.053636364,1.28,0.25,-0.25
2251,Kepler-364 c,Transit,2,59.980627,0.000879,-0.000879,18h46m16.78s,281.569933,+47d23m55.3s,47.398697,268,124.9375,-124.9375,13.66,Kepler-band,6108,125,-125,1.2,0.055,-0.055,1.28,0.25,-0.25
2252,Kepler-365 b,Transit,2,10.664903,6.90E-05,-6.90E-05,19h42m30.38s,295.626598,+49d07m49.6s,49.130436,249.6363636,127.09375,-127.09375,14.651,Kepler-band,6012,200,-200,0.99,0.056363636,-0.056363636,1.05,0.49,-0.49
2253,Kepler-365 c,Transit,2,17.784129,0.000215,-0.000215,19h42m30.38s,295.626598,+49d07m49.6s,49.130436,231.2727273,129.25,-129.25,14.651,Kepler-band,6012,200,-200,0.99,0.057727273,-0.057727273,1.05,0.49,-0.49
2254,Kepler-366 b,Transit,2,3.281959,2.20E-05,-2.20E-05,19h47m24.49s,296.852042,+49d05m04.0s,49.084446,212.9090909,131.40625,-131.40625,14.842,Kepler-band,6209,200,-200,1.05,0.059090909,-0.059090909,1.05,0.47,-0.47
2255,Kepler-366 c,Transit,2,12.51616,9.50E-05,-9.50E-05,19h47m24.49s,296.852042,+49d05m04.0s,49.084446,194.5454545,133.5625,-133.5625,14.842,Kepler-band,6209,200,-200,1.05,0.060454545,-0.060454545,1.05,0.47,-0.47
2256,Kepler-367 b,Transit,2,37.815724,0.000279,-0.000279,19h49m10.18s,297.292418,+49d58m53.9s,49.981632,176.1818182,135.71875,-135.71875,12.879,Kepler-band,4710,100,-100,0.75,0.061818182,-0.061818182,0.69,0.04,-0.04
