row_id,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2
737,K2-55,b,Transit,1,3.78E-07,3.30E-05,-3.30E-05,22h15m00.46s,333.751927,-17d15m02.5s,-17.250707,0.020822813,14.18512195,-17.14195122,0.657823834,V (Johnson),4456,148,-148,0.175257732,0.05,-0.05,0.63,0.05,-0.05
738,K2-57,b,Transit,1,1.22E-06,0.0013,-0.0013,22h50m46.01s,342.691712,-14d04m11.6s,-14.069886,0.019964699,13.9697561,-17.03609756,0.707305699,V (Johnson),4434,61,-61,0.170103093,0.06,-0.06,0.62,0.05,-0.05
739,K2-58,b,Transit,3,9.54E-07,0.00032,-0.00032,22h15m17.24s,333.821819,-14d02m59.3s,-14.049808,0.019106584,13.75439024,-16.9302439,0.597305699,V (Johnson),5413,255,-255,0.224226804,0.08,-0.08,0.86,0.1,-0.1
740,K2-58,c,Transit,3,3.35E-07,0.00017,-0.00017,22h15m17.24s,333.821819,-14d02m59.3s,-14.049808,0.01824847,13.53902439,-16.82439024,0.597305699,V (Johnson),5413,255,-255,0.224226804,0.08,-0.08,0.86,0.1,-0.1
741,K2-58,d,Transit,3,3.12E-06,0.004,-0.004,22h15m17.24s,333.821819,-14d02m59.3s,-14.049808,0.017390355,13.32365854,-16.71853659,0.597305699,V (Johnson),5413,255,-255,0.224226804,0.08,-0.08,0.86,0.1,-0.1
742,K2-59,b,Transit,2,2.82E-06,0.0033,-0.0033,22h35m46.16s,338.942343,-14d01m39.9s,-14.027745,0.01653224,13.10829268,-16.61268293,0.693056995,V (Johnson),5055,93,-93,0.193298969,0.07,-0.07,0.73,0.07,-0.07
743,K2-59,c,Transit,2,1.53E-06,0.001,-0.001,22h35m46.16s,338.942343,-14d01m39.9s,-14.027745,0.015674126,12.89292683,-16.50682927,0.693056995,V (Johnson),5055,93,-93,0.193298969,0.07,-0.07,0.73,0.07,-0.07
744,K2-6,b,Transit,1,4.23E-06,0.00467,-0.00467,11h52m46.14s,178.19226,-01d11m54.5s,-1.198477,0.014816011,12.67756098,-16.40097561,0.611606218,V (Johnson),5850,79,-98,0.244845361,0.07,-0.07,0.96,0.14,-0.09
745,K2-60,b,Transit,1,3.99E-07,1.80E-05,-1.80E-05,22h34m25.48s,338.606184,-13d43m54.1s,-13.731702,0.013957897,12.46219512,-16.29512195,0.618601036,V (Johnson),5749,98,-98,0.273195876,0.06,-0.06,1.47,0.15,-0.15
746,K2-61,b,Transit,1,3.40E-07,0.0002,-0.0002,22h38m41.94s,339.674743,-13d33m36.1s,-13.560024,0.013099782,12.24682927,-16.18926829,0.629067358,V (Johnson),6293,338,-338,0.306701031,0.22,-0.22,1.36,0.41,-0.41
747,K2-62,b,Transit,2,9.02E-07,0.00028,-0.00028,22h17m27.40s,334.36418,-12d11m15.0s,-12.187498,0.012241668,12.03146341,-16.08341463,0.598290155,V (Johnson),4880,216,-216,0.193298969,0.05,-0.05,0.73,0.05,-0.05
748,K2-62,c,Transit,2,2.21E-06,0.0012,-0.0012,22h17m27.40s,334.36418,-12d11m15.0s,-12.187498,0.011383553,11.81609756,-15.97756098,0.598290155,V (Johnson),4880,216,-216,0.193298969,0.05,-0.05,0.73,0.05,-0.05
749,K2-63,b,Transit,1,2.76E-06,0.0072,-0.0072,22h13m42.40s,333.426666,-12d03m58.9s,-12.066374,0.010525438,11.60073171,-15.87170732,0.623108808,V (Johnson),6771,303,-303,0.355670103,0.25,-0.25,1.63,0.48,-0.48
750,K2-64,b,Transit,1,8.82E-07,0.00067,-0.00067,22h09m39.27s,332.413612,-11d25m43.5s,-11.428742,0.009667324,11.38536585,-15.76585366,0.685803109,V (Johnson),5312,82,-82,0.18556701,0.07,-0.07,0.73,0.08,-0.08
751,K2-65,b,Transit,1,1.72E-06,0.0013,-0.0013,22h12m50.82s,333.211761,-10d55m31.4s,-10.925379,0.008809209,11.17,-15.66,0.515595855,V (Johnson),5213,336,-336,0.219072165,0.1,-0.1,0.84,0.12,-0.12
752,K2-66,b,Transit,1,6.82E-07,0.0008,-0.0008,22h06m06.41s,331.5267,-10d42m41.6s,-10.711549,0.008916611,11.19371429,-15.55542857,0.562694301,V (Johnson),5958,75,-75,0.293814433,0.05,-0.05,1.71,0.14,-0.14
753,K2-67,b,Transit,1,3.33E-06,0.00028,-0.00028,22h14m25.51s,333.606312,-10d39m10.0s,-10.652785,0.009024013,11.21742857,-15.45085714,0.718290155,V (Johnson),5984,119,-119,0.237113402,0.1,-0.1,1.12,0.22,-0.22
754,K2-68,b,Transit,1,1.09E-06,0.00082,-0.00082,22h16m04.75s,334.019783,-10d34m02.3s,-10.567318,0.009131415,11.24114286,-15.34628571,0.628341969,V (Johnson),4746,96,-96,0.182989691,0.1,-0.1,0.68,0.09,-0.09
755,K2-69,b,Transit,1,9.56E-07,0.0005,-0.0005,22h23m02.29s,335.759539,-10d29m18.9s,-10.48858,0.009238817,11.26485714,-15.24171429,0.723160622,Kepler-band,4127,190,-190,0.136597938,0.07,-0.07,0.49,0.07,-0.07
756,K2-7,b,Transit,1,3.92E-06,0.00947,-0.00947,11h08m22.51s,167.093771,-01d03m56.7s,-1.065755,0.009346219,11.28857143,-15.13714286,0.640569948,V (Johnson),5772,72,-91,0.244845361,0.06,-0.06,0.96,0.17,-0.08
757,K2-70,b,Transit,1,1.90E-06,0.00095,-0.00095,22h33m54.19s,338.475795,-10d05m05.8s,-10.084946,0.009453621,11.31228571,-15.03257143,0.628963731,V (Johnson),5622,268,-268,0.237113402,0.1,-0.1,0.93,0.14,-0.14
758,K2-71,b,Transit,1,9.44E-07,0.00075,-0.00075,22h46m53.86s,341.724437,-09d52m53.8s,-9.881619,0.009561022,11.336,-14.928,0.726683938,Kepler-band,4006,133,-133,0.118556701,0.06,-0.06,0.43,0.05,-0.05
759,K2-72,b,Transit,4,7.52E-07,0.00068,-0.00068,22h18m29.27s,334.621964,-09d36m44.6s,-9.612382,0.009668424,11.35971429,-14.82342857,0.749170984,V (Johnson),3497,150,-150,0.051546392,0.08,-0.08,0.23,0.06,-0.06
760,K2-72,c,Transit,4,2.07E-06,0.0032,-0.0032,22h18m29.27s,334.621964,-09d36m44.6s,-9.612382,0.009775826,11.38342857,-14.71885714,0.749170984,V (Johnson),3497,150,-150,0.051546392,0.08,-0.08,0.23,0.06,-0.06
761,K2-72,d,Transit,4,1.05E-06,0.0014,-0.0014,22h18m29.27s,334.621964,-09d36m44.6s,-9.612382,0.009883228,11.40714286,-14.61428571,0.749170984,V (Johnson),3497,150,-150,0.051546392,0.08,-0.08,0.23,0.06,-0.06
762,K2-72,e,Transit,4,3.30E-06,0.0057,-0.0057,22h18m29.27s,334.621964,-09d36m44.6s,-9.612382,0.00999063,11.43085714,-14.50971429,0.749170984,V (Johnson),3497,150,-150,0.051546392,0.08,-0.08,0.23,0.06,-0.06
763,K2-73,b,Transit,1,1.01E-06,0.00059,-0.00059,22h20m06.11s,335.025479,-09d03m21.9s,-9.056093,0.010098032,11.45457143,-14.40514286,0.543782383,V (Johnson),5922,76,-76,0.265463918,0.03,-0.03,1.06,0.07,-0.07
764,K2-74,b,Transit,1,2.67E-06,0.0033,-0.0033,22h39m40.64s,339.91935,-08d42m52.2s,-8.714505,0.010205434,11.47828571,-14.30057143,0.608186528,V (Johnson),6060,86,-86,0.242268041,0.03,-0.03,0.98,0.06,-0.06
765,K2-75,b,Transit,2,1.06E-06,0.0021,-0.0021,22h35m22.76s,338.84485,-07d28m11.5s,-7.469853,0.010312836,11.502,-14.196,0.614041451,V (Johnson),5995,94,-94,0.293814433,0.06,-0.06,1.56,0.15,-0.15
766,K2-75,c,Transit,2,2.50E-06,0.014,-0.014,22h35m22.76s,338.84485,-07d28m11.5s,-7.469853,0.010420238,11.52571429,-14.09142857,0.614041451,V (Johnson),5995,94,-94,0.293814433,0.06,-0.06,1.56,0.15,-0.15
767,K2-76,b,Transit,1,3.27E-06,0.0011,-0.0011,22h28m25.34s,337.105587,-06d05m12.0s,-6.086677,0.01052764,11.54942857,-13.98685714,0.629948187,Kepler-band,5806,90,-90,0.257731959,0.04,-0.04,1.28,0.12,-0.12
768,K2-77,b,Transit,1,1.11E-06,0.0006,-0.0006,03h40m54.82s,55.228426,+12d34m21.4s,12.572612,0.010635042,11.57314286,-13.88228571,0.585906736,V (Johnson),5297,251,-251,0.219072165,0.07,-0.07,0.83,0.08,-0.08
769,K2-78,b,Transit,1,3.01E-07,0.00027,-0.00027,03h48m54.07s,57.225306,+13d29m00.8s,13.483545,0.010742443,11.59685714,-13.77771429,0.58761658,V (Johnson),5729,203,-203,0.226804124,0.09,-0.09,0.88,0.12,-0.12
770,K2-79,b,Transit,1,1.49E-06,0.0007,-0.0007,03h41m01.42s,55.255905,+13d31m09.7s,13.519372,0.010849845,11.62057143,-13.67314286,0.581606218,V (Johnson),5926,86,-86,0.268041237,0.04,-0.04,1.28,0.12,-0.12
771,K2-8,b,Transit,2,1.41E-06,0.00086,-0.00086,11h19m10.48s,169.793665,-00d17m03.8s,-0.284375,0.010957247,11.64428571,-13.56857143,0.712953368,V (Johnson),4870,60,-60,0.195876289,0.04,-0.04,0.74,0.04,-0.04
772,K2-8,c,Transit,2,6.81E-07,0.00041,-0.00041,11h19m10.48s,169.793665,-00d17m03.8s,-0.284375,0.011064649,11.668,-13.464,0.712953368,V (Johnson),4870,60,-60,0.195876289,0.04,-0.04,0.74,0.04,-0.04
773,K2-80,b,Transit,2,2.60E-06,0.0064,-0.0064,03h56m09.00s,59.037487,+13d33m33.4s,13.559289,0.011172051,11.69171429,-13.35942857,0.61015544,V (Johnson),5441,249,-249,0.226804124,0.08,-0.08,0.87,0.1,-0.1
774,K2-80,c,Transit,2,7.55E-07,0.0011,-0.0011,03h56m09.00s,59.037487,+13d33m33.4s,13.559289,0.011279453,11.71542857,-13.25485714,0.61015544,V (Johnson),5441,249,-249,0.226804124,0.08,-0.08,0.87,0.1,-0.1
775,K2-81,b,Transit,1,8.23E-07,0.00054,-0.00054,03h49m56.52s,57.485488,+14d30m07.9s,14.5022,0.011386855,11.73914286,-13.15028571,0.700207254,V (Johnson),4530,156,-156,0.175257732,0.07,-0.07,0.63,0.07,-0.07
776,K2-82,b,Transit,1,9.73E-07,9.50E-05,-9.50E-05,03h54m03.57s,58.514872,+15d08m13.7s,15.137152,0.011494257,11.76285714,-13.04571429,0.681968912,V (Johnson),3415,612,-612,0.033505155,0.07,-0.07,0.17,0.08,-0.08
777,K2-83,b,Transit,2,3.64E-07,0.00018,-0.00018,03h59m36.37s,59.901562,+15d33m32.0s,15.558886,0.011601659,11.78657143,-12.94114286,0.707979275,V (Johnson),3910,49,-49,0.118556701,0.02,-0.02,0.42,0.02,-0.02
778,K2-83,c,Transit,2,1.36E-06,0.00081,-0.00081,03h59m36.37s,59.901562,+15d33m32.0s,15.558886,0.011709061,11.81028571,-12.83657143,0.707979275,V (Johnson),3910,49,-49,0.118556701,0.02,-0.02,0.42,0.02,-0.02
779,K2-84,b,Transit,2,8.67E-07,0.00056,-0.00056,03h43m14.23s,55.809274,+16d38m04.4s,16.634549,0.011816462,11.834,-12.732,0.652487047,V (Johnson),5652,154,-154,0.239690722,0.07,-0.07,0.93,0.12,-0.12
780,K2-84,c,Transit,2,3.80E-06,0.0052,-0.0052,03h43m14.23s,55.809274,+16d38m04.4s,16.634549,0.011923864,11.85771429,-12.62742857,0.652487047,V (Johnson),5652,154,-154,0.239690722,0.07,-0.07,0.93,0.12,-0.12
781,K2-85,b,Transit,1,8.13E-08,1.80E-05,-1.80E-05,03h57m51.45s,59.464394,+18d27m54.9s,18.465254,0.012031266,11.88142857,-12.52285714,0.620777202,V (Johnson),4268,122,-122,0.141752577,0.05,-0.05,0.51,0.04,-0.04
782,K2-86,b,Transit,1,1.19E-06,0.00098,-0.00098,03h26m12.67s,51.5528,+18d38m08.2s,18.635616,0.012138668,11.90514286,-12.41828571,0.638186528,V (Johnson),5482,248,-248,0.198453608,0.08,-0.08,0.76,0.09,-0.09
783,K2-87,b,Transit,1,1.32E-06,0.00087,-0.00087,04h24m56.69s,66.236225,+18d49m38.7s,18.827418,0.01224607,11.92885714,-12.31371429,0.688290155,V (Johnson),5406,168,-168,0.239690722,0.06,-0.06,0.93,0.29,-0.29
784,K2-88,b,Transit,1,6.19E-07,0.00018,-0.00018,03h39m00.38s,54.751598,+19d07m12.6s,19.120178,0.012353472,11.95257143,-12.20914286,0.757823834,V (Johnson),3537,93,-93,0.06185567,0.07,-0.07,0.26,0.05,-0.05
785,K2-89,b,Transit,1,1.38E-07,6.50E-05,-6.50E-05,03h48m16.01s,57.066715,+20d27m34.7s,20.459638,0.012460874,11.97628571,-12.10457143,0.689740933,V (Johnson),3691,51,-51,0.085051546,0.04,-0.04,0.32,0.03,-0.03
786,K2-9,b,Transit,1,2.51E-06,0.0015,-0.0015,11h45m03.47s,176.264468,+00d00m19.1s,0.005301,0.012568276,12,-12,0.765803109,V (Johnson),3390,150,-150,0.072164948,0.14,-0.14,0.31,0.11,-0.11
787,K2-90,b,Transit,2,1.87E-06,0.0014,-0.0014,03h56m36.58s,59.152405,+22d28m21.5s,22.472632,0.016146098,12.4,-12.4,0.673834197,V (Johnson),4136,164,-164,0.139175258,0.07,-0.07,0.49,0.07,-0.07
788,K2-90,c,Transit,2,3.85E-07,0.00038,-0.00038,03h56m36.58s,59.152405,+22d28m21.5s,22.472632,0.019723919,12.8,-12.8,0.673834197,V (Johnson),4136,164,-164,0.139175258,0.07,-0.07,0.49,0.07,-0.07
789,K2-91,b,Transit,1,1.82E-07,7.10E-05,-7.10E-05,04h12m52.33s,63.218062,+24d12m18.4s,24.205112,0.023301741,13.2,-13.2,0.762797927,V (Johnson),3622,104,-104,0.069587629,0.06,-0.06,0.28,0.04,-0.04
790,K2-92,b,Transit,1,8.37E-08,7.10E-05,-7.10E-05,04h00m16.77s,60.069895,+25d28m48.0s,25.48,0.026879563,13.6,-13.6,0.603108808,V (Johnson),6098,50,-50,0.262886598,0.04,-0.04,1.38,0.12,-0.12
791,KELT-1,b,Transit,1,1.54E-07,1.50E-05,-1.50E-05,00h01m26.91s,0.362142,+39d23m01.7s,39.383808,0.030457384,14,-14,0.510414508,V (Johnson),6518,50,-62,0.335051546,0.03,-0.05,1.46,0.04,-0.08
792,KELT-10,b,Transit,1,5.58E-07,6.30E-06,-6.30E-06,18h58m11.61s,284.548373,-47d00m11.7s,-47.003242,0.021159756,14,-14,0.518341969,V (Johnson),5948,74,-74,0.280927835,0.06,-0.06,1.21,0.05,-0.04
793,KELT-14,b,Transit,1,2.22E-07,3.20E-06,-2.60E-06,07h13m12.36s,108.301485,-42d24m35.1s,-42.409744,0.030928151,10,-10,0.525906736,V (Johnson),5720,130,-130,0.31443299,0.04,-0.04,1.52,0.03,-0.03
794,KELT-15,b,Transit,1,4.44E-07,1.60E-05,-1.60E-05,07h49m39.61s,117.415037,-52d07m13.6s,-52.120453,0.033870438,30,-30,0.535699482,V (Johnson),6003,56,-52,0.298969072,0.05,-0.05,1.48,0.09,-0.04
795,KELT-2 A,b,Transit,1,5.51E-07,1.00E-05,-9.90E-06,06h10m39.35s,92.663948,+30d57m25.7s,30.957144,0.014241849,16.58,-22.62,0.407409326,V (Johnson),6151,50,-50.5,0.332474227,0.03,-0.055,1.83,0.07,-0.055
796,KELT-3,b,Transit,1,3.58E-07,9.90E-06,-1.00E-05,09h54m34.40s,148.643324,+40d23m17.0s,40.388069,0.020571298,16,-16,0.467512953,V (Johnson),6306,50,-49,0.324742268,0.06,-0.06,1.47,0.07,-0.07
797,KELT-4 A,b,Transit,1,3.97E-07,4.90E-06,-4.90E-06,10h28m15.01s,157.062546,+25d34m23.5s,25.573189,0.024337426,10,-10,0.473056995,V (Johnson),6206,75,-75,0.304123711,0.07,-0.06,1.6,0.04,-0.04
798,KELT-6,b,Transit,2,1.06E-06,7.00E-06,-7.00E-06,13h03m55.65s,195.981868,+30d38m24.2s,30.640051,0.025749724,8,-8,0.495751295,V (Johnson),6272,61,-61,0.286082474,0.06,-0.06,1.53,0.14,-0.14
799,KELT-6,c,Radial Velocity,2,0.000174782,81,-67,13h03m55.65s,195.981868,+30d38m24.2s,30.640051,0.025749724,8,-8,0.495751295,V (Johnson),6272,61,-61,0.286082474,0.06,-0.06,1.53,0.14,-0.14
800,KELT-7,b,Transit,1,3.62E-07,3.90E-06,-3.90E-06,05h13m10.93s,78.295532,+33d19m05.4s,33.318165,0.014804414,8,-8,0.398445596,V (Johnson),6789,50,-49,0.389175258,0.07,-0.05,1.73,0.04,-0.04
801,KELT-8,b,Transit,1,4.32E-07,0.00016,-0.00016,18h53m13.32s,283.30551,+24d07m38.6s,24.12738,0.027397405,9,-9,0.517253886,V (Johnson),5754,54,-55,0.306701031,0.08,-0.07,1.67,0.14,-0.12
802,KIC 10001893,b,Orbital Brightness Modulation,3,1.77E-08,0.00419,-0.0043625,19h09m33.41s,287.389188,+46d59m04.2s,46.984489,0.029430259,11.81818182,-11.81818182,0.776994819,Kepler-band,27500,200,-500,0.293814433,0.09,-0.0825,1.505,0.13,-0.115
803,KIC 10001893,c,Orbital Brightness Modulation,3,3.21E-08,0.00822,-0.008565,19h09m33.41s,287.389188,+46d59m04.2s,46.984489,0.031463112,14.63636364,-14.63636364,0.776994819,Kepler-band,27500,200,-500,0.280927835,0.1,-0.095,1.34,0.12,-0.11
804,KIC 10001893,d,Orbital Brightness Modulation,3,9.88E-08,0.01225,-0.0127675,19h09m33.41s,287.389188,+46d59m04.2s,46.984489,0.033495965,17.45454545,-17.45454545,0.776994819,Kepler-band,27500,200,-500,0.268041237,0.11,-0.1075,1.175,0.11,-0.105
805,KIC 10525077,b,Transit,1,0.000116985,0.01628,-0.01697,19h09m30.74s,287.378077,+47d46m16.3s,47.771187,0.035528818,20.27272727,-20.27272727,0.751554404,Kepler-band,6091,164,-213,0.255154639,0.12,-0.12,1.01,0.1,-0.1
806,KIC 3558849,b,Transit,1,0.000181125,386.1,-11.2,19h39m47.96s,294.949847,+38d36m18.7s,38.605197,0.037561672,23.09090909,-23.09090909,0.692642487,Kepler-band,6175,168,-194,0.24742268,0.11,-0.11,1.01,0.11,-0.11
807,KIC 5437945,b,Transit,2,6.04E-05,0.00563,-0.00577,19h13m53.97s,288.474857,+40d39m04.9s,40.651357,0.039594525,25.90909091,-25.90909091,0.669481865,Kepler-band,6340,176,-199,0.270618557,0.17,-0.17,1.24,0.29,-0.29
808,KIC 5951458,b,Transit,1,0.000180823,12401.8,-152.5,19h15m57.98s,288.991582,+41d13m22.9s,41.223038,0.041627378,28.72727273,-28.72727273,0.614663212,Kepler-band,6258,170,-183,0.24742268,0.21,-0.21,1.52,0.82,-0.82
809,KIC 8540376,b,Transit,2,4.35E-06,0.00919,-0.00933,18h49m30.61s,282.37753,+44d41m40.5s,44.694592,0.043660231,31.54545455,-31.54545455,0.696580311,Kepler-band,6474,178,-267,0.262886598,0.2,-0.2,1.26,0.56,-0.56
810,KIC 8540376,c,Transit,2,1.03E-05,38.9,-1.1,18h49m30.61s,282.37753,+44d41m40.5s,44.694592,0.045693085,34.36363636,-34.36363636,0.696580311,Kepler-band,6474,178,-267,0.262886598,0.2,-0.2,1.26,0.56,-0.56
811,KIC 9663113,b,Transit,1,7.84E-05,0.00583,-0.00567,19h48m10.90s,297.045421,+46d19m43.3s,46.328701,0.047725938,37.18181818,-37.18181818,0.679015544,Kepler-band,6065,155,-180,0.24742268,0.13,-0.13,1.03,0.12,-0.12
812,KOI-12,b,Transit,1,2.43E-06,9.00E-07,-9.00E-07,19h49m48.90s,297.453731,+41d00m39.6s,41.010991,0.049758791,40,-40,0.544196891,Kepler-band,6820,120,-120,0.368556701,0.09,-0.09,1.63,0.15,-0.15
813,KOI-13,b,Transit,1,2.29E-07,1.00E-06,-1.00E-06,19h07m53.09s,286.971199,+46d52m06.1s,46.868362,0.044639211,32.5,-31.5,0.471917098,Kepler-band,7650,250,-250,0.43814433,0.1,-0.1,1.74,0.04,-0.04
814,KOI-142,b,Transit,2,1.49E-06,0.00011,-0.00013,19h24m35.54s,291.148088,+40d40m09.9s,40.669407,0.03951963,25,-23,0.635233161,V (Johnson),5471,50,-50,0.242268041,0.04,-0.05,0.88,0.03,-0.04
815,KOI-142,c,Transit Timing Variations,2,3.05E-06,0.0019,-0.0017,19h24m35.54s,291.148088,+40d40m09.9s,40.669407,0.03951963,25,-23,0.635233161,V (Johnson),5471,50,-50,0.242268041,0.04,-0.05,0.88,0.03,-0.04
816,KOI-217,b,Transit,1,5.23E-07,5.00E-05,-5.00E-05,19h39m27.72s,294.865505,+46d17m09.1s,46.285854,0.093775414,62.5,-61.5,0.739740933,Kepler-band,5545,155,-110,0.239690722,0.05,-0.075,0.86,0.02,-0.07
817,KOI-351,b,Transit,7,9.48E-07,1.90E-05,-1.90E-05,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,0.091421584,100,-100,0.67119171,Kepler-band,6080,260,-170,0.304123711,0.1,-0.1,1.2,0.1,-0.1
818,KOI-351,c,Transit,7,1.18E-06,2.70E-05,-2.70E-05,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,0.091421584,100,-100,0.67119171,Kepler-band,6080,260,-170,0.304123711,0.1,-0.1,1.2,0.1,-0.1
819,KOI-351,d,Transit,7,8.17E-06,0.00038,-0.00038,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,0.091421584,100,-100,0.67119171,Kepler-band,6080,260,-170,0.304123711,0.1,-0.1,1.2,0.1,-0.1
820,KOI-351,e,Transit,7,1.26E-05,0.00073,-0.00073,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,0.091421584,100,-100,0.67119171,Kepler-band,6080,260,-170,0.304123711,0.1,-0.1,1.2,0.1,-0.1
821,KOI-351,f,Transit,7,1.71E-05,0.0019,-0.0019,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,0.091421584,100,-100,0.67119171,Kepler-band,6080,260,-170,0.304123711,0.1,-0.1,1.2,0.1,-0.1
822,KOI-351,g,Transit,7,2.88E-05,0.00043,-0.00043,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,0.091421584,100,-100,0.67119171,Kepler-band,6080,260,-170,0.304123711,0.1,-0.1,1.2,0.1,-0.1
823,KOI-351,h,Transit,7,4.54E-05,0.00037,-0.00037,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,0.091421584,100,-100,0.67119171,Kepler-band,6080,260,-170,0.304123711,0.1,-0.1,1.2,0.1,-0.1
824,KOI-55,b,Orbital Brightness Modulation,2,2.05E-08,4.00E-06,-4.00E-06,19h45m25.47s,296.356105,+41d05m33.9s,41.092755,0.138498186,95,-95,0.72642487,V (Johnson),27730,270,-270,0.12371134,0,0,0.2,0.01,-0.01
825,KOI-55,c,Orbital Brightness Modulation,2,3.45E-08,1.30E-05,-1.30E-05,19h45m25.47s,296.356105,+41d05m33.9s,41.092755,0.138498186,95,-95,0.72642487,V (Johnson),27730,270,-270,0.12371134,0,0,0.2,0.01,-0.01
826,KOI-94,b,Transit,4,5.00E-07,1.50E-05,-1.50E-05,19h49m19.93s,297.333057,+41d53m28.0s,41.891117,0.110815261,76.002,-76.002,0.588341969,Kepler-band,6182,58,-58,0.324742268,0.05,-0.05,1.52,0.14,-0.14
827,KOI-94,c,Transit,4,1.42E-06,1.60E-05,-1.60E-05,19h49m19.93s,297.333057,+41d53m28.0s,41.891117,0.083132336,57.004,-57.004,0.588341969,Kepler-band,6182,58,-58,0.324742268,0.05,-0.05,1.52,0.14,-0.14
828,KOI-94,d,Transit,4,3.05E-06,6.70E-06,-6.70E-06,19h49m19.93s,297.333057,+41d53m28.0s,41.891117,0.055449411,38.006,-38.006,0.588341969,Kepler-band,6182,58,-58,0.324742268,0.05,-0.05,1.52,0.14,-0.14
829,KOI-94,e,Transit,4,7.43E-06,0.00012,-0.00012,19h49m19.93s,297.333057,+41d53m28.0s,41.891117,0.027766486,19.008,-19.008,0.588341969,Kepler-band,6182,58,-58,0.324742268,0.05,-0.05,1.52,0.14,-0.14
830,Kapteyn,c,Radial Velocity,1,1.66E-05,0.25,-0.25,05h11m40.58s,77.91909,-45d01m06.3s,-45.018414,8.36E-05,0.01,-0.01,0.414248705,V (Johnson),3550,50,-50,0.067010309,0.01,-0.01,0.29,0.03,-0.03
831,Kepler-10,b,Transit,2,1.02E-07,2.00E-06,-2.00E-06,19h02m43.05s,285.679394,+50d14m28.7s,50.241299,0.019982841,27,-27,0.522797927,V (Johnson),5627,44,-44,0.229381443,0.02,-0.02,1.06,0.01,-0.01
832,Kepler-10,c,Transit,2,6.19E-06,4.80E-05,-4.80E-05,19h02m43.05s,285.679394,+50d14m28.7s,50.241299,0.019982841,27,-27,0.522797927,V (Johnson),5627,44,-44,0.229381443,0.02,-0.02,1.06,0.01,-0.01
833,Kepler-100,b,Transit,3,9.31E-07,0.0001267,-0.0001267,19h25m32.63s,291.385979,+41d59m25.0s,41.990273,0.042108843,33.0425,-32.77,0.53611399,Kepler-band,5825,75,-75,0.273195876,0.06,-0.06,1.49,0.04,-0.04
834,Kepler-100,c,Transit,3,1.74E-06,0.0002054,-0.0002054,19h25m32.63s,291.385979,+41d59m25.0s,41.990273,0.064234846,39.085,-38.54,0.53611399,Kepler-band,5825,75,-75,0.273195876,0.06,-0.06,1.49,0.04,-0.04
835,Kepler-100,d,Transit,3,4.83E-06,0.0002841,-0.0002841,19h25m32.63s,291.385979,+41d59m25.0s,41.990273,0.086360849,45.1275,-44.31,0.53611399,Kepler-band,5825,75,-75,0.273195876,0.06,-0.06,1.49,0.04,-0.04
836,Kepler-1000,b,Transit,1,1.64E-05,0.0003628,-0.0003628,19h06m44.53s,286.685523,+47d05m53.6s,47.098221,0.108486852,51.17,-50.08,0.642797927,Kepler-band,6453,74.15,-73.42,0.355670103,0.04,-0.04,1.51,0.08,-0.07
837,Kepler-1001,b,Transit,1,1.95E-06,4.34E-05,-4.34E-05,19h05m05.73s,286.273871,+48d37m07.3s,48.618706,0.118372938,107,-69.51,0.750673575,Kepler-band,5491,66.16,-68.91,0.226804124,0.04,-0.04,0.88,0.09,-0.06
838,Kepler-1002,b,Transit,1,5.82E-07,6.95E-06,-6.95E-06,19h32m19.08s,293.079495,+43d04m25.4s,43.073715,0.0496411,14.56,-12.18,0.56238342,Kepler-band,6144,47.25,-61.08,0.309278351,0.05,-0.05,1.57,0.05,-0.04
839,Kepler-1003,b,Transit,1,4.75E-07,6.71E-06,-6.71E-06,19h28m04.91s,292.020456,+44d52m34.4s,44.876217,0.102366894,239.6,-116.11,0.684093264,Kepler-band,6109,150.04,-195.29,0.280927835,0.13,-0.08,1.17,0.32,-0.15
840,Kepler-1004,b,Transit,1,7.12E-07,1.20E-05,-1.20E-05,19h49m26.23s,297.359299,+49d47m51.2s,49.79755,0.126729035,86.99,-66.57,0.651658031,Kepler-band,4972,52.3,-39.52,0.280927835,0.18,-0.12,3.39,0.28,-0.22
841,Kepler-1005,b,Transit,1,8.78E-07,1.32E-05,-1.32E-05,19h05m08.64s,286.286014,+43d19m13.7s,43.320461,0.060233335,72.05,-50.36,0.642487047,Kepler-band,5782,68.03,-67.92,0.25257732,0.04,-0.04,1.06,0.15,-0.1
842,Kepler-1006,b,Transit,1,2.69E-06,6.67E-05,-6.67E-05,19h43m00.99s,295.754127,+42d32m14.9s,42.537476,0.057997197,64.95,-44.95,0.710518135,Kepler-band,5328,180.84,-112.84,0.195876289,0.07,-0.06,0.74,0.09,-0.06
