row_id,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2
843,Kepler-1007,b,Transit,1,6.98E-07,9.32E-06,-9.32E-06,19h43m37.57s,295.906552,+45d48m32.8s,45.80912,0.042579609,17.69,-18.89,0.719896373,Kepler-band,4587,88.05,-98.48,0.182989691,0.03,-0.04,0.7,0.03,-0.03
844,Kepler-1008,b,Transit,1,1.69E-06,2.84E-05,-2.84E-05,19h46m11.41s,296.547525,+44d56m31.0s,44.941933,0.03481197,13.18,-11.49,0.65,Kepler-band,5066,79.91,-66.82,0.203608247,0.03,-0.03,0.78,0.03,-0.03
845,Kepler-1009,b,Transit,1,1.54E-06,2.25E-05,-2.25E-05,18h51m26.38s,282.85993,+42d39m56.8s,42.665764,0.032693523,13.64,-14.26,0.747564767,Kepler-band,4027,41.14,-36.46,0.146907216,0.02,-0.03,0.57,0.02,-0.02
846,Kepler-101,b,Transit,2,4.65E-07,7.00E-06,-7.00E-06,18h53m01.32s,283.255489,+48d21m18.8s,48.355228,0.045600358,22.88,-21.45,0.670984456,V (Johnson),5667,50,-50,0.296391753,0.07,-0.05,1.56,0.2,-0.2
847,Kepler-101,c,Transit,2,8.14E-07,7.50E-05,-7.50E-05,18h53m01.32s,283.255489,+48d21m18.8s,48.355228,0.058507193,32.12,-28.64,0.670984456,V (Johnson),5667,50,-50,0.296391753,0.07,-0.05,1.56,0.2,-0.2
848,Kepler-1010,b,Transit,1,4.68E-06,0.0001181,-0.0001181,19h16m46.23s,289.192636,+44d08m57.6s,44.149326,0.071414028,41.36,-35.83,0.716839378,Kepler-band,5253,67.75,-80.75,0.216494845,0.04,-0.04,0.82,0.05,-0.04
849,Kepler-1011,b,Transit,1,7.76E-07,9.42E-06,-9.42E-06,19h49m36.37s,297.401546,+46d49m26.4s,46.824001,0.100836904,89.02,-58.61,0.743316062,Kepler-band,5416,95.5,-130.93,0.229381443,0.04,-0.04,0.88,0.09,-0.05
850,Kepler-1012,b,Transit,1,7.42E-07,1.15E-05,-1.15E-05,19h17m11.10s,289.29627,+46d27m28.6s,46.457954,0.049052642,22.19,-18.75,0.645958549,Kepler-band,5556,77.89,-67.52,0.239690722,0.03,-0.04,0.91,0.05,-0.04
851,Kepler-1013,b,Transit,1,2.58E-06,4.67E-05,-4.67E-05,19h20m59.54s,290.248072,+44d26m06.9s,44.435242,0.050582632,21.12,-19.39,0.702953368,Kepler-band,4954,77.29,-81.88,0.203608247,0.04,-0.04,0.76,0.03,-0.03
852,Kepler-1014,b,Transit,1,2.26E-06,3.82E-05,-3.82E-05,19h00m29.29s,285.122033,+44d06m38.2s,44.110603,0.078710901,61.42,-43.1,0.714507772,Kepler-band,5388,68.87,-66.36,0.221649485,0.04,-0.05,0.84,0.07,-0.05
853,Kepler-1015,b,Transit,1,2.18E-06,4.18E-05,-4.18E-05,19h31m01.76s,292.75733,+43d25m36.9s,43.42691,0.109310693,334.63,-173,0.620103627,Kepler-band,6769,136.36,-197.14,0.378865979,0.22,-0.15,1.81,0.67,-0.34
854,Kepler-1016,b,Transit,2,2.55E-07,3.31E-06,-3.31E-06,19h38m27.27s,294.613645,+45d59m04.6s,45.984623,0.145441985,210.99,-141.4,0.751606218,Kepler-band,5821,177.41,-169.89,0.25,0.08,-0.07,1,0.17,-0.1
855,Kepler-1016,c,Transit,2,1.45E-05,0.0005452,-0.0005452,19h38m27.27s,294.613645,+45d59m04.6s,45.984623,0.145441985,210.99,-141.4,0.751606218,Kepler-band,5821,177.41,-169.89,0.25,0.08,-0.07,1,0.17,-0.1
856,Kepler-1017,b,Transit,1,9.79E-07,1.43E-05,-1.43E-05,18h53m52.65s,283.469362,+40d07m57.4s,40.132607,0.064823304,22.09,-20.74,0.688549223,Kepler-band,5473,93.16,-81.05,0.234536082,0.04,-0.04,0.87,0.03,-0.03
857,Kepler-1018,b,Transit,1,6.71E-06,0.0001876,-0.0001876,18h54m23.21s,283.596696,+45d24m28.4s,45.407879,0.104838415,103.42,-65.54,0.735284974,Kepler-band,5518,61.16,-57.64,0.229381443,0.04,-0.06,0.88,0.1,-0.06
858,Kepler-1019,b,Transit,1,1.81E-07,7.50E-07,-7.50E-07,18h54m52.21s,283.717526,+47d12m16.0s,47.204449,0.022925128,9.14,-12.43,0.660103627,Kepler-band,4433,43.73,-45.09,0.175257732,0.03,-0.05,0.67,0.02,-0.04
859,Kepler-102,b,Transit,5,7.12E-07,6.12E-05,-6.12E-05,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,0.02778971,9.78,-12.70333333,0.551398964,Kepler-band,4909,41,-41,0.203608247,0.04,-0.09,0.76,0.07,-0.07
860,Kepler-102,c,Transit,5,9.56E-07,0.000121567,-0.000121567,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,0.032654293,10.42,-12.97666667,0.551398964,Kepler-band,4909,41,-41,0.203608247,0.04,-0.09,0.76,0.07,-0.07
861,Kepler-102,d,Transit,5,1.40E-06,0.000181975,-0.000181975,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,0.037518875,11.06,-13.25,0.551398964,Kepler-band,4909,41,-41,0.203608247,0.04,-0.09,0.76,0.07,-0.07
862,Kepler-102,e,Transit,5,2.20E-06,0.000242383,-0.000242383,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,0.042383457,11.7,-13.52333333,0.551398964,Kepler-band,4909,41,-41,0.203608247,0.04,-0.09,0.76,0.07,-0.07
863,Kepler-102,f,Transit,5,3.75E-06,0.000302792,-0.000302792,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,0.047248039,12.34,-13.79666667,0.551398964,Kepler-band,4909,41,-41,0.203608247,0.04,-0.09,0.76,0.07,-0.07
864,Kepler-1020,b,Transit,1,1.33E-05,0.0003632,-0.0003632,19h30m41.41s,292.672551,+46d22m38.7s,46.377422,0.052112621,12.98,-14.07,0.682953368,Kepler-band,5227,66.71,-60.63,0.219072165,0.03,-0.03,0.8,0.02,-0.02
865,Kepler-1021,b,Transit,1,1.83E-06,3.21E-05,-3.21E-05,19h40m49.18s,295.204905,+42d33m34.9s,42.559681,0.09813,88.53,-67.3,0.741658031,Kepler-band,5431,143.14,-143.99,0.224226804,0.05,-0.05,0.86,0.09,-0.06
866,Kepler-1022,b,Transit,1,1.49E-06,1.88E-05,-1.88E-05,19h17m24.48s,289.352005,+46d58m25.4s,46.973728,0.053171845,20.19,-23.27,0.753316062,Kepler-band,4445,49.47,-51.77,0.177835052,0.03,-0.04,0.68,0.02,-0.03
867,Kepler-1023,b,Transit,1,8.50E-06,0.0002199,-0.0002199,19h16m07.14s,289.029742,+49d46m10.9s,49.769707,0.080358582,78.27,-44.16,0.708290155,Kepler-band,5494,75.28,-98.69,0.234536082,0.04,-0.04,0.89,0.1,-0.05
868,Kepler-1024,b,Transit,1,9.09E-06,0.0003538,-0.0003538,19h27m48.24s,291.950991,+38d15m06.1s,38.251698,0.119314471,64.86,-69.53,0.784093264,Kepler-band,5143,126.73,-76.37,0.203608247,0.04,-0.05,0.78,0.04,-0.05
869,Kepler-1025,b,Transit,1,5.10E-06,0.0001363,-0.0001363,18h58m02.45s,284.510201,+43d57m42.0s,43.961666,0.083889328,148.44,-82.28,0.659222798,Kepler-band,6089,102.4,-95.52,0.275773196,0.08,-0.07,1.13,0.23,-0.12
870,Kepler-1026,b,Transit,1,4.99E-06,0.0001037,-0.0001037,18h54m25.26s,283.605263,+39d59m52.7s,39.99798,0.045404206,19.89,-21.87,0.694507772,Kepler-band,4948,85.79,-89.37,0.198453608,0.04,-0.04,0.75,0.03,-0.04
871,Kepler-1027,b,Transit,1,2.49E-07,2.46E-06,-2.46E-06,19h10m17.08s,287.571185,+42d48m50.1s,42.813923,0.033870438,7.82,-6.58,0.621865285,Kepler-band,5436,66.85,-58.48,0.229381443,0.03,-0.02,0.82,0.02,-0.02
872,Kepler-1028,b,Transit,1,3.32E-07,4.95E-06,-4.95E-06,19h18m22.34s,289.593097,+49d46m52.2s,49.781158,0.074120933,69.95,-51.06,0.698186528,Kepler-band,5522,102.65,-78.23,0.226804124,0.05,-0.06,0.87,0.1,-0.07
873,Kepler-1029,b,Transit,1,5.93E-07,8.90E-06,-8.90E-06,19h28m31.91s,292.132976,+41d32m51.1s,41.54754,0.049288025,23.2,-22.95,0.697409326,Kepler-band,5030,68.38,-91.81,0.206185567,0.04,-0.04,0.77,0.04,-0.04
874,Kepler-103,b,Transit,2,2.17E-06,3.08E-05,-3.08E-05,19h15m56.29s,288.984555,+40d03m52.3s,40.064521,0.063921002,29.21666667,-29.38,0.592590674,Kepler-band,5845,88,-88,0.275773196,0.07,-0.07,1.44,0.04,-0.04
875,Kepler-103,c,Transit,2,2.46E-05,5.28E-05,-5.28E-05,19h15m56.29s,288.984555,+40d03m52.3s,40.064521,0.078553979,35.23333333,-35.81,0.592590674,Kepler-band,5845,88,-88,0.275773196,0.07,-0.07,1.44,0.04,-0.04
876,Kepler-1030,b,Transit,1,2.64E-06,7.47E-05,-7.47E-05,19h34m43.66s,293.681915,+45d49m03.2s,45.817559,0.093186956,41.25,-42.24,0.770414508,Kepler-band,4983,78.38,-85.01,0.201030928,0.04,-0.04,0.76,0.04,-0.04
877,Kepler-1031,b,Transit,1,1.56E-07,4.51E-06,-4.51E-06,19h44m21.54s,296.089747,+48d57m19.4s,48.955376,0.086831615,179.6,-89.39,0.670984456,Kepler-band,6011,125.91,-133.3,0.275773196,0.1,-0.07,1.12,0.27,-0.13
878,Kepler-1032,b,Transit,1,4.38E-07,5.05E-06,-5.05E-06,19h19m43.41s,289.930872,+40d05m51.9s,40.097751,0.071060954,20.92,-23.92,0.772176166,Kepler-band,4647,57.14,-84.37,0.193298969,0.03,-0.03,0.71,0.02,-0.02
879,Kepler-1033,b,Transit,1,1.02E-06,2.41E-05,-2.41E-05,18h55m22.83s,283.845142,+44d36m32.7s,44.609093,0.167332604,230.34,-101.79,0.784248705,Kepler-band,5547,59.76,-66.49,0.237113402,0.04,-0.04,0.92,0.15,-0.06
880,Kepler-1034,b,Transit,1,1.65E-06,3.32E-05,-3.32E-05,19h04m27.69s,286.115368,+37d58m01.2s,37.966997,0.082712413,45.88,-46.12,0.737823834,Kepler-band,5198,102.36,-86.25,0.208762887,0.04,-0.04,0.8,0.05,-0.05
881,Kepler-1035,b,Transit,1,3.59E-07,3.71E-06,-3.71E-06,19h16m10.13s,289.042225,+42d52m57.0s,42.882488,0.047640344,96.89,-39.28,0.628860104,Kepler-band,5763,114.35,-121.15,0.24742268,0.06,-0.06,0.97,0.23,-0.09
882,Kepler-1036,b,Transit,1,1.68E-05,0.000709,-0.000709,19h40m43.59s,295.181638,+49d56m44.8s,49.945786,0.059291803,22.34,-20.21,0.670984456,Kepler-band,5533,83.31,-69.58,0.239690722,0.03,-0.04,0.89,0.04,-0.03
883,Kepler-1037,b,Transit,1,1.33E-07,1.26E-06,-1.26E-06,19h45m21.85s,296.341029,+47d10m15.1s,47.170856,0.052701079,25.02,-25.69,0.693212435,Kepler-band,5105,96.95,-70.71,0.206185567,0.04,-0.04,0.78,0.04,-0.04
884,Kepler-1038,b,Transit,1,2.03E-05,0.0006894,-0.0006894,19h55m53.32s,298.972184,+44d07m56.6s,44.132378,0.072826326,74.94,-52.89,0.724818653,Kepler-band,5335,253.32,-212.93,0.219072165,0.07,-0.06,0.83,0.09,-0.06
885,Kepler-1039,b,Transit,1,1.16E-07,8.70E-07,-8.70E-07,19h53m18.38s,298.326591,+45d18m55.9s,45.315514,0.037754258,23.57,-20.7,0.688860104,Kepler-band,4870,194.18,-173.27,0.198453608,0.05,-0.04,0.74,0.04,-0.04
886,Kepler-104,b,Transit,3,1.55E-06,1.50E-05,-1.50E-05,19h10m25.11s,287.604612,+42d10m00.4s,42.166779,0.042138266,25.9575,-21.8925,0.608601036,Kepler-band,5711,74,-74,0.203608247,0.0475,-0.04,1.35,0.22,-0.22
887,Kepler-104,c,Transit,3,3.23E-06,5.60E-05,-5.60E-05,19h10m25.11s,287.604612,+42d10m00.4s,42.166779,0.046522275,28.345,-23.085,0.608601036,Kepler-band,5711,74,-74,0.203608247,0.045,-0.04,1.35,0.22,-0.22
888,Kepler-104,d,Transit,3,7.08E-06,0.00016,-0.00016,19h10m25.11s,287.604612,+42d10m00.4s,42.166779,0.050906283,30.7325,-24.2775,0.608601036,Kepler-band,5711,74,-74,0.203608247,0.0425,-0.04,1.35,0.22,-0.22
889,Kepler-1040,b,Transit,1,2.75E-05,0.001945,-0.001945,18h52m27.31s,283.113784,+48d07m53.0s,48.131393,0.055290292,33.12,-25.47,0.646528497,Kepler-band,5694,78.24,-65.65,0.24742268,0.04,-0.04,0.96,0.06,-0.05
890,Kepler-1041,b,Transit,1,3.38E-06,0.0001112,-0.0001112,19h35m31.62s,293.881768,+49d40m59.4s,49.683155,0.114842193,206.21,-102.97,0.706735751,Kepler-band,5957,107.73,-105.23,0.268041237,0.07,-0.07,1.08,0.23,-0.11
891,Kepler-1042,b,Transit,1,1.38E-06,3.03E-05,-3.03E-05,19h14m40.54s,288.668933,+39d49m26.4s,39.824006,0.077180912,32.13,-48.91,0.765751295,Kepler-band,4815,86.89,-79.62,0.18814433,0.04,-0.05,0.72,0.03,-0.05
892,Kepler-1043,b,Transit,1,5.26E-06,0.0001785,-0.0001785,18h46m39.12s,281.662983,+47d34m06.9s,47.568584,0.098247691,98.65,-65.25,0.721606218,Kepler-band,5629,73.19,-67.58,0.231958763,0.05,-0.06,0.9,0.1,-0.07
893,Kepler-1044,b,Transit,1,9.16E-07,1.87E-05,-1.87E-05,19h32m34.67s,293.144456,+46d39m58.5s,46.666237,0.176983308,344.55,-170.91,0.752227979,Kepler-band,5985,112.26,-124.51,0.273195876,0.08,-0.07,1.11,0.25,-0.12
894,Kepler-1045,b,Transit,1,3.61E-06,7.19E-05,-7.19E-05,18h56m43.99s,284.183296,+45d04m26.8s,45.074104,0.113900661,67.86,-56.49,0.76388601,Kepler-band,5301,56.01,-59.81,0.216494845,0.04,-0.05,0.82,0.06,-0.05
895,Kepler-1046,b,Transit,1,1.96E-06,4.09E-05,-4.09E-05,19h47m01.38s,296.755759,+46d59m53.8s,46.998291,0.06058641,35.39,-29.27,0.644352332,Kepler-band,5913,72.81,-81.92,0.262886598,0.04,-0.04,1.04,0.07,-0.06
896,Kepler-1047,b,Transit,2,7.68E-06,0.0002756,-0.0002756,19h14m35.10s,288.646254,+50d47m20.3s,50.788982,0.066235602,69.13,-45.45,0.647720207,Kepler-band,5754,83.64,-75.6,0.273195876,0.05,-0.04,1.13,0.14,-0.09
897,Kepler-1047,c,Transit,2,4.24E-07,2.04E-05,-2.04E-05,19h14m35.10s,288.646254,+50d47m20.3s,50.788982,0.066235602,69.13,-45.45,0.647720207,Kepler-band,5754,83.64,-75.6,0.273195876,0.05,-0.04,1.13,0.14,-0.09
898,Kepler-1048,b,Transit,1,9.36E-07,2.42E-05,-2.42E-05,18h47m35.60s,281.898352,+42d09m56.8s,42.165787,0.048464185,16.88,-20.68,0.724455959,Kepler-band,4651,59.42,-62.38,0.18814433,0.03,-0.04,0.7,0.03,-0.03
899,Kepler-1049,b,Transit,1,4.36E-07,5.31E-06,-5.31E-06,19h09m23.22s,287.346741,+47d46m22.6s,47.772957,0.014804414,9.7,-8.94,0.692746114,Kepler-band,3864,42.03,-41.5,0.12628866,0.03,-0.03,0.49,0.03,-0.03
900,Kepler-105,b,Transit,2,7.29E-07,2.00E-05,-2.00E-05,19h11m32.96s,287.887325,+46d16m34.5s,46.276237,0.031516608,52.79,-26.58333333,0.618704663,Kepler-band,5827,94,-94,0.242268041,0.05,-0.05,0.89,0.04,-0.04
901,Kepler-105,c,Transit,2,9.64E-07,0.0002,-0.0002,19h11m32.96s,287.887325,+46d16m34.5s,46.276237,0.048228802,95.88,-44.22666667,0.618704663,Kepler-band,5827,94,-94,0.242268041,0.05,-0.05,0.89,0.04,-0.04
902,Kepler-1050,b,Transit,2,2.09E-06,6.92E-05,-6.92E-05,18h51m42.00s,282.924996,+48d37m35.0s,48.626392,0.064940995,138.97,-61.87,0.63611399,Kepler-band,6010,90.67,-99.65,0.275773196,0.08,-0.07,1.13,0.29,-0.12
903,Kepler-1050,c,Transit,2,2.88E-06,0.000112,-0.000112,18h51m42.00s,282.924996,+48d37m35.0s,48.626392,0.064940995,138.97,-61.87,0.63611399,Kepler-band,6010,90.67,-99.65,0.275773196,0.08,-0.07,1.13,0.29,-0.12
904,Kepler-1051,b,Transit,1,3.54E-06,8.63E-05,-8.63E-05,19h40m37.95s,295.158106,+40d53m55.9s,40.898849,0.119785237,366.85,-202.4,0.639896373,Kepler-band,6675,270.59,-222.6,0.363402062,0.22,-0.16,1.73,0.62,-0.34
905,Kepler-1052,b,Transit,1,4.76E-06,0.000126,-0.000126,19h41m22.26s,295.342731,+46d36m08.2s,46.602264,0.123315982,196.37,-117.31,0.726735751,Kepler-band,5888,160.5,-173.26,0.260309278,0.08,-0.07,1.03,0.19,-0.11
906,Kepler-1053,b,Transit,1,3.18E-07,2.54E-06,-2.54E-06,19h25m40.47s,291.418635,+39d07m38.7s,39.127415,0.019747458,8.71,-8.49,0.63761658,Kepler-band,4529,81.74,-98.25,0.18556701,0.03,-0.04,0.69,0.03,-0.03
907,Kepler-1054,b,Transit,1,5.78E-07,1.43E-05,-1.43E-05,19h22m24.28s,290.601152,+44d33m23.0s,44.556385,0.12319829,453.08,-165.23,0.688393782,Kepler-band,6209,106.61,-147.02,0.309278351,0.18,-0.1,1.34,0.58,-0.2
908,Kepler-1055,b,Transit,1,3.02E-07,3.47E-06,-3.47E-06,19h21m56.83s,290.486779,+44d55m57.4s,44.932617,0.049288025,21.34,-18.86,0.634196891,Kepler-band,5723,76.28,-61.68,0.24742268,0.03,-0.04,0.94,0.04,-0.04
909,Kepler-1056,b,Transit,1,3.75E-06,0.0001457,-0.0001457,19h58m06.24s,299.52598,+46d53m57.3s,46.899261,0.113900661,414.07,-179.4,0.70984456,Kepler-band,6127,199.75,-285.27,0.283505155,0.2,-0.12,1.2,0.51,-0.21
910,Kepler-1057,b,Transit,1,1.92E-06,4.05E-05,-4.05E-05,19h49m48.52s,297.452152,+41d33m29.2s,41.558124,0.17168719,514.61,-242.38,0.765492228,Kepler-band,5987,293.78,-296.99,0.270618557,0.15,-0.11,1.1,0.36,-0.17
911,Kepler-1058,b,Transit,1,1.52E-05,0.001146,-0.001146,19h38m22.99s,294.595783,+45d52m30.1s,45.875034,0.06141025,27.28,-34.51,0.758963731,Kepler-band,4644,89.85,-112.73,0.182989691,0.04,-0.05,0.69,0.03,-0.04
912,Kepler-1059,b,Transit,1,5.03E-07,9.54E-06,-9.54E-06,19h16m52.85s,289.220209,+41d42m23.3s,41.706486,0.078828593,39.99,-58.05,0.758238342,Kepler-band,4906,81.53,-62.34,0.18814433,0.04,-0.06,0.72,0.04,-0.06
913,Kepler-106,b,Transit,4,8.32E-07,6.86E-05,-6.86E-05,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,0.083253793,65.166,-66.796,0.623419689,Kepler-band,5858,114,-114,0.25257732,0.06,-0.06,1.04,0.17,-0.17
914,Kepler-106,c,Transit,4,1.85E-06,0.000127724,-0.000127724,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,0.087678994,90.342,-75.542,0.623419689,Kepler-band,5858,114,-114,0.25257732,0.06,-0.06,1.04,0.17,-0.17
915,Kepler-106,d,Transit,4,3.27E-06,0.000186816,-0.000186816,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,0.092104195,115.518,-84.288,0.623419689,Kepler-band,5858,114,-114,0.25257732,0.06,-0.06,1.04,0.17,-0.17
916,Kepler-106,e,Transit,4,5.99E-06,0.000245908,-0.000245908,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,0.096529395,140.694,-93.034,0.623419689,Kepler-band,5858,114,-114,0.25257732,0.06,-0.06,1.04,0.17,-0.17
917,Kepler-1060,b,Transit,1,6.41E-06,0.000305,-0.000305,19h04m06.05s,286.025189,+39d37m51.3s,39.630929,0.100954596,165.87,-101.78,0.714093264,Kepler-band,5797,180.98,-198.61,0.25,0.08,-0.07,0.99,0.19,-0.11
918,Kepler-1061,b,Transit,1,3.65E-07,3.88E-06,-3.88E-06,19h44m55.20s,296.230004,+50d16m30.8s,50.27523,0.068471741,33.45,-28.54,0.643160622,Kepler-band,6067,71.81,-59.04,0.275773196,0.04,-0.04,1.07,0.06,-0.05
919,Kepler-1062,b,Transit,1,1.26E-06,2.39E-05,-2.39E-05,18h55m35.86s,283.899402,+41d13m17.8s,41.221607,0.045286514,15.95,-16.69,0.722590674,Kepler-band,4597,61.91,-73.2,0.18814433,0.03,-0.04,0.7,0.02,-0.03
920,Kepler-1063,b,Transit,1,1.92E-06,2.87E-05,-2.87E-05,19h22m06.42s,290.52675,+38d08m34.7s,38.142973,0.042579609,95.13,-48.81,0.591243523,Kepler-band,5945,188.84,-155.38,0.275773196,0.11,-0.07,1.14,0.3,-0.14
921,Kepler-1064,b,Transit,1,2.25E-06,4.11E-05,-4.11E-05,19h26m57.99s,291.741637,+37d41m20.2s,37.688934,0.043638833,11.51,-11.47,0.66865285,Kepler-band,5153,80.62,-59.98,0.213917526,0.03,-0.03,0.79,0.02,-0.02
922,Kepler-1065,b,Transit,2,4.82E-07,5.10E-06,-5.10E-06,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,0.126493652,190.09,-110.73,0.761139896,Kepler-band,5635,166.04,-202.38,0.237113402,0.07,-0.06,0.93,0.16,-0.09
923,Kepler-1065,c,Transit,2,3.12E-07,1.69E-05,-1.69E-05,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,0.126493652,190.09,-110.73,0.761139896,Kepler-band,5635,166.04,-202.38,0.237113402,0.07,-0.06,0.93,0.16,-0.09
924,Kepler-1066,b,Transit,1,2.52E-07,1.57E-06,-1.57E-06,19h55m27.98s,298.866564,+46d30m08.1s,46.502239,0.046581121,88.89,-48.38,0.629896373,Kepler-band,5762,287.38,-209.47,0.24742268,0.11,-0.07,0.98,0.2,-0.11
925,Kepler-1067,b,Transit,1,9.20E-08,2.73E-06,-2.73E-06,19h01m32.98s,285.387409,+45d02m56.6s,45.049053,0.080711657,114.29,-50.5,0.697150259,Kepler-band,5592,63.05,-65.87,0.239690722,0.04,-0.04,0.93,0.16,-0.06
926,Kepler-1068,b,Transit,1,2.31E-06,5.45E-05,-5.45E-05,19h38m35.56s,294.648164,+46d23m32.5s,46.392365,0.179925595,378.14,-166.32,0.775544041,Kepler-band,5806,123.65,-169.98,0.255154639,0.07,-0.07,1.01,0.25,-0.1
927,Kepler-1069,b,Transit,1,3.26E-06,0.0001497,-0.0001497,19h23m55.04s,290.979329,+47d59m20.4s,47.989002,0.050818015,76.6,-38.7,0.63746114,Kepler-band,5722,88.79,-104.94,0.25,0.05,-0.05,0.98,0.17,-0.08
928,Kepler-107,b,Transit,4,4.23E-07,1.10E-05,-1.10E-05,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,0.065058687,156.126,-62.646,0.602953368,Kepler-band,5851,75,-75,0.261340206,0.08,-0.06,1.41,0.05,-0.05
929,Kepler-107,c,Transit,4,6.59E-07,1.60E-05,-1.60E-05,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,0.079299359,235.652,-86.592,0.602953368,Kepler-band,5851,75,-75,0.272680412,0.11,-0.07,1.41,0.05,-0.05
930,Kepler-107,d,Transit,4,1.08E-06,0.000104,-0.000104,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,0.093540031,315.178,-110.538,0.602953368,Kepler-band,5851,75,-75,0.284020619,0.14,-0.08,1.41,0.05,-0.05
931,Kepler-107,e,Transit,4,2.01E-06,3.40E-05,-3.40E-05,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,0.107780703,394.704,-134.484,0.602953368,Kepler-band,5851,75,-75,0.295360825,0.17,-0.09,1.41,0.05,-0.05
932,Kepler-1070,b,Transit,1,8.40E-07,1.94E-05,-1.94E-05,19h32m46.89s,293.195374,+49d18m59.4s,49.316502,0.122021375,474.23,-158.43,0.68015544,Kepler-band,6261,114.14,-114.36,0.306701031,0.2,-0.1,1.32,0.61,-0.19
933,Kepler-1071,b,Transit,1,8.34E-07,1.37E-05,-1.37E-05,19h32m13.92s,293.057996,+45d14m55.7s,45.248817,0.113076821,33.86,-37,0.774663212,Kepler-band,5215,78.36,-83.32,0.216494845,0.03,-0.04,0.81,0.03,-0.03
934,Kepler-1072,b,Transit,1,2.03E-07,2.90E-06,-2.90E-06,19h28m10.65s,292.04438,+46d19m44.5s,46.329025,0.114489119,433.82,-149.65,0.677720207,Kepler-band,6199,102.85,-123.19,0.304123711,0.19,-0.09,1.32,0.6,-0.2
935,Kepler-1073,b,Transit,2,1.18E-06,2.41E-05,-2.41E-05,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,0.09813,184.95,-97.84,0.708445596,Kepler-band,5792,252.91,-186.16,0.25257732,0.1,-0.07,1,0.21,-0.11
936,Kepler-1073,c,Transit,2,5.39E-07,1.48E-05,-1.48E-05,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,0.09813,184.95,-97.84,0.708445596,Kepler-band,5792,252.91,-186.16,0.25257732,0.1,-0.07,1,0.21,-0.11
937,Kepler-1074,b,Transit,1,8.02E-07,1.44E-05,-1.44E-05,18h57m54.37s,284.476545,+46d15m09.3s,46.252579,0.028456629,10.93,-10.74,0.734507772,Kepler-band,4002,33.45,-33.56,0.149484536,0.02,-0.03,0.57,0.02,-0.02
938,Kepler-1075,b,Transit,1,1.96E-07,2.70E-06,-2.70E-06,19h10m00.28s,287.501179,+47d28m09.4s,47.469269,0.030810459,16.12,-16.9,0.749378238,Kepler-band,3959,39.29,-38.69,0.139175258,0.03,-0.03,0.54,0.02,-0.03
939,Kepler-1076,b,Transit,1,8.30E-07,2.11E-05,-2.11E-05,19h10m21.62s,287.590098,+51d03m38.1s,51.060574,0.02304282,4.68,-5.68,0.624663212,Kepler-band,4868,38.24,-45.61,0.198453608,0.03,-0.04,0.74,0.01,-0.02
940,Kepler-1077,b,Transit,1,4.69E-06,0.0001503,-0.0001503,19h24m08.07s,291.033636,+42d16m04.3s,42.26786,0.128847482,254.3,-106.41,0.733056995,Kepler-band,5816,99.93,-113.54,0.257731959,0.06,-0.05,1.02,0.23,-0.09
941,Kepler-1078,b,Transit,1,4.00E-07,1.24E-05,-1.24E-05,19h32m48.14s,293.200589,+43d03m00.1s,43.050037,0.142617388,163.49,-99.25,0.765284974,Kepler-band,5612,100.22,-123.53,0.237113402,0.05,-0.05,0.92,0.12,-0.07
942,Kepler-1079,b,Transit,1,1.80E-06,4.89E-05,-4.89E-05,19h58m11.88s,299.549499,+45d46m11.1s,45.769753,0.056231824,94.52,-80.38,0.607979275,Kepler-band,5758,90.64,-84.62,0.273195876,0.12,-0.06,1.36,0.27,-0.23
943,Kepler-108,b,Transit,2,6.73E-06,5.40E-05,-5.40E-05,19h38m14.20s,294.559169,+46d03m44.4s,46.062325,0.064352538,141.6666667,-81.71666667,0.611606218,Kepler-band,5854,92,-92,0.219072165,0.113333333,-0.06,2.19,0.12,-0.12
944,Kepler-108,c,Transit,2,2.61E-05,0.000988,-0.000988,19h38m14.20s,294.559169,+46d03m44.4s,46.062325,0.072473252,188.8133333,-83.05333333,0.611606218,Kepler-band,5854,92,-92,0.219072165,0.106666667,-0.06,2.19,0.12,-0.12
